2M19292405+4223363,7125,56557,203,292.35023,42.39343,r5,131.686,27.2988 
2M19292405+4223363,7440,56784,190,292.35023,42.39343,r5,89.9752,2.14755 
2M19292405+4223363,7441,56816,184,292.35023,42.39343,r5,51.1815,7.60115 
2M19292405+4223363,7440,56786,190,292.35023,42.39343,r5,103.99,2.48375 
2M19292405+4223363,7441,56814,184,292.35023,42.39343,r5,93.1624,7.39419 
2M19292405+4223363,7125,56560,191,292.35023,42.39343,r5,120.497,28.1571 
2M19292405+4223363,7125,56584,194,292.35023,42.39343,r5,132.399,25.4593 
2M19292405+4223363,7125,56585,194,292.35023,42.39343,r5,117.551,40.4335 
2M19292405+4223363,7441,56818,184,292.35023,42.39343,r5,105.014,7.84966 
2M19292405+4223363,7440,56785,190,292.35023,42.39343,r5,121.781,2.12207 
2M19292405+4223363,7441,56812,184,292.35023,42.39343,r5,91.1812,6.09707 
2M19292405+4223363,7439,56757,194,292.35023,42.39343,r5,124.077,3.35156 
2M19292405+4223363,7439,56763,194,292.35023,42.39343,r5,106.868,4.70825 
2M19292405+4223363,7441,56817,184,292.35023,42.39343,r5,97.8412,7.57584 
2M19292405+4223363,7440,56783,190,292.35023,42.39343,r5,76.4206,2.50302 
2M19292405+4223363,7439,56761,194,292.35023,42.39343,r5,35.6424,2.42943 
2M19292405+4223363,7439,56758,194,292.35023,42.39343,r5,32.7003,3.45964 
2M19292405+4223363,7439,56760,194,292.35023,42.39343,r5,111.104,3.88977 
2M19292405+4223363,7439,56762,194,292.35023,42.39343,r5,121.063,4.16341 
2M19292405+4223363,7440,56787,190,292.35023,42.39343,r5,122.45,2.67477 
2M19292405+4223363,7125,56559,191,292.35023,42.39343,r5,120.054,28.3414 
2M19292405+4223363,7441,56815,184,292.35023,42.39343,r5,116.395,7.81863 
2M19292405+4223363,7440,56788,190,292.35023,42.39343,r5,59.8197,2.42376 
2M19292405+4223363,7441,56820,184,292.35023,42.39343,r5,116.457,6.61199 
2M19292405+4223363,7441,56819,184,292.35023,42.39343,r5,98.81,7.49241
