###
# timestamp: 2456585.63008
# Gaussian 1 [amp, RV +/- err, wid]: [1.01, 103.88 +/- 0.06, 15.35]
# Gaussian 2 [amp, RV +/- err, wid]: [0.52, 58.67 +/- 0.11, 11.00]
# Uncorrected_RV, BF_amp, Gaussian_fit
###
400.0 0.0 1.94882439423e-176
398.0 0.0 3.36715817559e-174
396.0 0.0198288585993 5.62856242306e-172
394.0 0.0155558992858 9.10279187624e-170
392.0 0.0198007568661 1.42427843005e-167
390.0 0.0165290044907 2.15604757017e-165
388.0 0.0199097699679 3.15765688965e-163
386.0 0.0196373415038 4.47419280084e-161
384.0 0.0199325019924 6.13348925926e-159
382.0 0.0183995943345 8.13474008271e-157
380.0 0.0166237163884 1.04381350325e-154
378.0 0.0146823162588 1.29582184813e-152
376.0 0.0134902287191 1.55636280421e-150
374.0 0.0113065594328 1.80850429917e-148
372.0 0.00913196854211 2.033159292e-146
370.0 0.00601421474715 2.2113955098e-144
368.0 0.00451000059133 2.32704402023e-142
366.0 0.00400524744953 2.36911385105e-140
364.0 0.00496832293093 2.33351406285e-138
362.0 0.00543360406352 2.22370959891e-136
360.0 0.00395088590244 2.05016529074e-134
358.0 0.000944544114847 1.82870158016e-132
356.0 0.00103251162558 1.57811977283e-130
354.0 0.0022108206187 1.31758984834e-128
352.0 0.0030790934077 1.06429905476e-126
350.0 0.00324360135157 8.31745137197e-125
348.0 0.00277646654434 6.28868761502e-123
346.0 0.00523615217212 4.60015993653e-121
344.0 0.00803025233335 3.2555846955e-119
342.0 0.0110759111089 2.22909317776e-117
340.0 0.010872595088 1.47662631868e-115
338.0 0.00815779373223 9.4635949656e-114
336.0 0.00771090654507 5.86792888568e-112
334.0 0.00732695455485 3.52011374422e-110
332.0 0.00659834106969 2.04301572563e-108
330.0 0.00525747357262 1.14717554353e-106
328.0 0.00275081836609 6.23205399753e-105
326.0 -0.00174786713429 3.27548558954e-103
324.0 -0.000623670486807 1.66557171205e-101
322.0 0.000167964412523 8.19396561076e-100
