2M19320615+4200049,7125,56560,40,293.02564,42.00138,r5,50.3982,-4.21455 
2M19320615+4200049,7125,56585,34,293.02564,42.00138,r5,33.6562,6.92818 
2M19320615+4200049,7440,56783,51,293.02564,42.00138,r5,30.0691,26.5083 
2M19320615+4200049,7441,56814,45,293.02564,42.00138,r5,40.4075,15.8214 
2M19320615+4200049,7440,56785,51,293.02564,42.00138,r5,49.8214,1.8279 
2M19320615+4200049,7441,56819,45,293.02564,42.00138,r5,42.5949,12.1016 
2M19320615+4200049,7441,56816,45,293.02564,42.00138,r5,20.6828,19.4604 
2M19320615+4200049,7440,56787,51,293.02564,42.00138,r5,48.8358,-27.3914 
2M19320615+4200049,7125,56559,40,293.02564,42.00138,r5,50.4335,28.5593 
2M19320615+4200049,7125,56584,34,293.02564,42.00138,r5,35.5141,2.6633 
2M19320615+4200049,7439,56758,53,293.02564,42.00138,r5,10.3999,-20.2673 
2M19320615+4200049,7439,56761,53,293.02564,42.00138,r5,14.11,24.4724 
2M19320615+4200049,7441,56812,45,293.02564,42.00138,r5,38.4646,21.4891 
2M19320615+4200049,7441,56815,45,293.02564,42.00138,r5,50.8679,-9.27434 
2M19320615+4200049,7441,56818,45,293.02564,42.00138,r5,47.7519,20.9222 
2M19320615+4200049,7439,56757,53,293.02564,42.00138,r5,54.6542,-4.73727 
2M19320615+4200049,7440,56786,51,293.02564,42.00138,r5,41.2717,-27.4106 
2M19320615+4200049,7440,56788,40,293.02564,42.00138,r5,18.5776,-16.9882 
2M19320615+4200049,7439,56760,53,293.02564,42.00138,r5,47.4665,28.624 
2M19320615+4200049,7439,56763,53,293.02564,42.00138,r5,45.9158,-18.4494 
2M19320615+4200049,7441,56820,45,293.02564,42.00138,r5,53.296,-20.259 
2M19320615+4200049,7439,56762,53,293.02564,42.00138,r5,51.3436,15.5026 
2M19320615+4200049,7441,56817,45,293.02564,42.00138,r5,43.0042,25.1736 
2M19320615+4200049,7440,56784,51,293.02564,42.00138,r5,34.9897,23.6765 
2M19320615+4200049,7125,56557,40,293.02564,42.00138,r5,55.4624,57.7217
