#Primary Amplitude    Error                   Width               Secondary Amp         Error                    SWidth
0.963727676893677    0.004854620569346968    7.25410182156477     0.5578494456795023    0.003689485780345965     9.0 
0.952311994334419    0.004668863471825569    7.811319058113022    0.6395721882002188    0.003540994906094975     9.0 
0.979890613784993    0.004830126437179625    7.28011423539805     0.6554946390103077    0.003543568961759207     9.0 
0.980340502010413    0.004851738662457513    7.194397351872076    0.5952834368500437    0.003540885524354271     9.0 
0.958095851021043    0.004812708549624881    7.322569361551747    0.598954933041588     0.003541187324757433     9.0 
0.949933920324821    0.004786874118436062    7.448957990588672    0.701510911626333     0.003541115729573732     9.0 
0.949028344885462    0.004657221315887534    7.827231158628444    0.6030753475315556    0.003540844627213844     9.0 
0.971618215735848    0.003542641069332131    9.0                  0.5878877528316381    0.003542641052306027     9.0 
0.930291297956073    0.003637370923207868    9.0                  0.5424273090633992    0.003550216990300575     9.0 
0.974424210047357    0.004559217416805233    8.175425595065805    0.4893452397287605    0.003540846006091210     9.0 
0.935547831527538    0.004449570999128122    8.610418742141526    0.5640772810798755    0.003540857427732575     9.0 
0.971316201310459    0.004852958902752093    7.198401713195357    0.4836493301503791    0.003540893759508146     9.0 
0.954205717777516    0.005204107353476435    7.824474618856602    0.5094581236034958    0.003782229375255272     9.0 
0.965577476164682    0.00365411771167603     9.0                  0.5753734483051293    0.003654117723427106     9.0 
0.967365522628888    0.0048603513635537      7.183496956994195    0.4899496690965699    0.003902003239831795     9.0 
0.957383467263340    0.004690385370726102    7.700833104716221    0.5097884644465975    0.003541701778059525     9.0 
0.987526977090199    0.00497903558767256     6.830219176610628    0.5062609587131913    0.003540932204670371     9.0 
0.993733639448114    0.004888053458965425    7.120385670050954    0.57959168868814      0.003540906122613467     9.0 
0.957932256413328    0.004643446748430538    7.882676158619684    0.5564064939911111    0.003546307888417253     9.0 
0.960576452424418    0.004718894156501456    7.63753996067666     0.5039189482457394    0.003540856672648117     9.0 
0.944093931667978    0.004876570359451931    7.132511070568472    0.5300918863709154    0.003540871240451901     9.0 
1.015067296300569    0.003543725193339843    9.0                  0.5463401235330819    0.00354546157549427      9.0 
0.937968715569593    0.004381333627162013    8.81728074499446     0.5075576272679607    0.003543725198324599     9.0 
0.962406880197767    0.004556809237063494    8.244685004275048    0.0768218373822574    0.003540839764757692     9.0 
0.966557610525863    0.004930627986816287    7.106883941365864    0.610804285716775     0.003951065170650866     9.0 
0.991729640559876    0.005014995143908663    6.757313187196893    0.5215580026572517    0.003555500645117798     9.0 
