#Primary Amplitude    Error                    Width                 Secondary Amp         Error                   SWidth
0.9787110674469519    0.003594906739606168    13.262969390022041    0.4916465429876263    0.005871504465549730    11.0 
0.9662120482499456    0.003554599974135894    14.113967259310108    0.5060326377086201    0.004023645366465820    10.544011792516976 
1.0102790701375264    0.003624342828070581    13.297426674683662    0.4879870573254812    0.005342775685287645    11.0 
1.0190299420631717    0.003701343213008727    12.401441286580790    0.5820847121407476    0.003208233987406932    11.0
0.9770107039209612    0.003546445736304837    13.972976701881340    0.3937394542748917    0.006227235707692269    11.0
0.9980848795269677    0.005506077721046873    13.621811501387631    0.4070222765703976    0.011499558334917299    10.113706346558319
0.9607770091301223    0.003346404434668976    15.728063763614690    0.5282535465887080    0.003450051036240540    11.0
1.0002530381361160    0.003717583168447086    12.769207871372304    0.4852469572721408    0.004024865165404100    10.725481406313653
1.0015092509734866    0.003555815177889028    13.701887234619809    0.4899484943320681    0.003290683468736786    11.0
0.9957378940830582    0.003736132949832051    12.721348142976728    0.5076390356184695    0.006638454920166151    11.0
1.0040309702737202    0.003652744349305791    12.761794206472487    0.5066271164795566    0.003213025399787733    11.0
1.0148821011731848    0.003760053097074741    12.321320105044883    0.4732616628624330    0.004396342462572682    11.0
0.9555087683784954    0.003406413171535540    14.802657033784590    0.5542037124593427    0.003241914803589771    11.0
0.9983262757485436    0.004100997843032300    13.790986330019784    0.3886565214299858    0.007096825190441723    10.486410355446885
1.0123058481940412    0.003386059442213093    15.345548291234007    0.5167602751616706    0.003439868029733368    11.0
