###
# timestamp: 2456557.73097
# Gaussian 1 [amp, RV +/- err, wid]: [0.70, -10.00 +/- 0.00, 15.00]
# Gaussian 2 [amp, RV +/- err, wid]: [0.95, 30.00 +/- 0.00, 15.00]
# Uncorrected_RV, BF_amp, Gaussian_fit
###
247.5 0.0 1.92091379985e-46
246.0 0.0 8.14823231806e-46
244.5 0.00119754440569 3.4219683185e-45
243.0 -0.0230014013973 1.42280578107e-44
241.5 -0.0184897505983 5.8569607415e-44
240.0 -0.042379568336 2.38702001245e-43
238.5 -0.0355979973385 9.63156505461e-43
237.0 -0.0411459959536 3.84764255841e-42
235.5 -0.0294536008653 1.52177215209e-41
234.0 -0.0288710239071 5.95883829581e-41
232.5 -0.0206692703879 2.31009916521e-40
231.0 -0.0159543264719 8.86659152335e-40
229.5 -0.0146650722354 3.36930118473e-39
228.0 -0.0121632737484 1.26759355738e-38
226.5 -0.00604165670103 4.72147035174e-38
225.0 0.00237565311854 1.74113147224e-37
223.5 0.0126695098773 6.35686399559e-37
222.0 0.0209823046756 2.29779525932e-36
220.5 0.0209647180815 8.22312313467e-36
219.0 0.0223166218987 2.91352878466e-35
217.5 0.0178722210738 1.02201880756e-34
216.0 0.00673550822376 3.54940468234e-34
214.5 -0.0104050974332 1.22041968211e-33
213.0 -0.0279145222194 4.15451128859e-33
211.5 -0.0380039373146 1.40019247361e-32
210.0 -0.0411414189093 4.67210494736e-32
208.5 -0.0387171439437 1.54345686035e-31
207.0 -0.0315178564672 5.04816401263e-31
205.5 -0.017256490426 1.63466766768e-30
204.0 -0.00100575388167 5.24061848226e-30
202.5 0.0132786130394 1.6633845785e-29
201.0 0.0234675143074 5.22708849181e-29
199.5 0.0254520625203 1.62623794222e-28
198.0 0.0289474559257 5.00916550996e-28
196.5 0.026252094958 1.52757917434e-27
195.0 0.0244935367598 4.61210442122e-27
193.5 0.0150526949246 1.37864226699e-26
192.0 0.00939745592262 4.08000882073e-26
190.5 0.000493680869152 1.19543968789e-25
189.0 -0.00307303078018 3.46777804971e-25
187.5 -0.00604575685859 9.95937239801e-25
186.0 -0.00286244564461 2.8318464773e-24
184.5 -0.00181067082424 7.97194867658e-24
183.0 -0.00105590104942 2.22185819684e-23
181.5 -0.00326729062511 6.13091418251e-23
180.0 -0.0109497555151 1.67490890443e-22
178.5 -0.0138880080627 4.53016688323e-22
177.0 -0.020153813458 1.21309347183e-21
175.5 -0.0184332144698 3.21611363638e-21
174.0 -0.025747144361 8.44161537459e-21
172.5 -0.0224175511388 2.19369775463e-20
171.0 -0.0193079648444 5.64397493168e-20
169.5 -0.0131679260201 1.43764089011e-19
168.0 -0.00777496542395 3.62554093057e-19
166.5 -0.00256738706657 9.05216087021e-19
165.0 -0.0011980311468 2.23763254277e-18
163.5 0.0076998936752 5.47623820559e-18
162.0 0.0114490738219 1.32688396962e-17
160.5 0.00550743070752 3.18302917269e-17
159.0 0.00514181934213 7.55971365698e-17
157.5 0.00263469342365 1.77757170175e-16
156.0 -0.000852690911999 4.13814748549e-16
154.5 -0.00185500114041 9.53766045845e-16
153.0 -0.00849548185249 2.17638039464e-15
151.5 -0.010668010743 4.91682564136e-15
150.0 -0.00586223389711 1.09974466974e-14
148.5 -0.00227894997109 2.43531968269e-14
147.0 -0.00349944882106 5.33921177525e-14
145.5 -0.00569565027683 1.15892510448e-13
144.0 -0.00499146826122 2.49052353019e-13
142.5 -0.00042444728839 5.29886656207e-13
141.0 0.00872384374885 1.11617520849e-12
139.5 0.0162682849217 2.32776329783e-12
138.0 0.021405097006 4.80620527448e-12
136.5 0.0234020418026 9.82478081455e-12
135.0 0.0222965252376 1.98838500823e-11
133.5 0.0199620765832 3.98414508366e-11
132.0 0.0115139842527 7.90363480614e-11
130.5 0.00228349881628 1.55229993905e-10
129.0 -0.00950924744326 3.01843251806e-10
127.5 -0.0176423131921 5.81091277712e-10
126.0 -0.0222180519068 1.10755243833e-09
124.5 -0.021525403449 2.08997597443e-09
123.0 -0.0179606125396 3.90458916652e-09
121.5 -0.0110639693395 7.22214912321e-09
120.0 -0.00665966946441 1.32255765414e-08
118.5 -0.000266779450514 2.39783795503e-08
117.0 0.000728388582624 4.304097518e-08
115.5 0.00446417349043 7.64894309862e-08
114.0 0.0031485141363 1.34579159947e-07
112.5 0.00402972592198 2.34428954856e-07
111.0 0.00218995515225 4.04298141625e-07
109.5 0.00552063038259 6.90318153512e-07
108.0 0.0061679333398 1.16695443576e-06
106.5 0.0132291354936 1.95305988437e-06
105.0 0.015743643762 3.23619197245e-06
103.5 0.0177811760708 5.30896728227e-06
102.0 0.0209757206344 8.62269208913e-06
100.5 0.0205409474262 1.38654115235e-05
99.0 0.0189242344968 2.20739323448e-05
97.5 0.0179980109087 3.47923455772e-05
96.0 0.0166185926502 5.42931161117e-05
94.5 0.0133714587535 8.38808626781e-05
93.0 0.0174783065765 0.000128303371794
91.5 0.0200810662913 0.000194298887696
90.0 0.0242625120288 0.000291312838459
88.5 0.0272572715951 0.000432420230893
87.0 0.0330660300895 0.000635491077161
85.5 0.0342293705041 0.000924634275921
84.0 0.0366265136308 0.00133194903046
82.5 0.0306877628685 0.0018996006912
81.0 0.0274183637238 0.00268221841271
79.5 0.0237589908154 0.00374958396959
78.0 0.0257627336728 0.00518954369254
76.5 0.029853048848 0.00711102873824
75.0 0.0301166814504 0.00964701386118
73.5 0.0324776457067 0.0129571839877
72.0 0.0349766484291 0.0172300153357
70.5 0.038029815272 0.0226839194813
69.0 0.0370140933005 0.0295670522356
67.5 0.0382991039937 0.0381553633806
66.0 0.0295747249652 0.0487484678199
64.5 0.0242226565999 0.0616629628213
63.0 0.0125749058928 0.0772229075183
61.5 0.00591467372273 0.0957473244573
60.0 -0.000490381434719 0.117534779056
58.5 0.00122765763971 0.142845335974
57.0 0.00172825474708 0.171880469544
55.5 0.00990991778719 0.204761799754
54.0 0.0149200114811 0.241509810528
52.5 0.0240442970437 0.282023953583
51.0 0.0249970493778 0.326065716617
49.5 0.0242637182424 0.373246308269
48.0 0.0130782566143 0.423020558084
46.5 0.0123365587138 0.474688430408
45.0 0.00785221562358 0.52740520213
43.5 0.0141426853615 0.580200865306
42.0 0.0174736932455 0.632008713055
40.5 0.0272845464117 0.681702391635
39.0 0.0276563324971 0.7281400065
37.5 0.0358507014159 0.770213216562
36.0 0.0294052035694 0.806898701352
34.5 0.0259809599063 0.837308998203
33.0 0.0153339182429 0.860739526854
31.5 0.0111416971295 0.876708675827
30.0 0.00473517631381 0.88498812591
28.5 0.00577399229255 0.885621115718
27.0 0.00290419277068 0.878927075157
25.5 0.00244974146131 0.865491909246
24.0 0.0023620314034 0.84614413881
22.5 0.00492709253285 0.821918022285
21.0 0.00904287358847 0.794005622412
19.5 0.0108282863636 0.763700479879
18.0 0.0111103477456 0.732336064445
16.5 0.0101226052994 0.701222462364
15.0 0.00635150745875 0.671584815961
13.5 0.00525632579114 0.644506864627
12.0 0.0079139923114 0.620882569743
10.5 0.00904419451625 0.601378274579
9.0 0.019334935157 0.586407196817
7.5 0.0135730949234 0.576117322188
6.0 0.0180355378569 0.570393008226
4.5 0.00714197241255 0.568869859878
3.0 0.0199229628472 0.570961741431
1.5 -0.000300769176946 0.575898174371
0.0 -0.00186613720625 0.5827698655
-1.5 -0.0295547691566 0.590579735567
-3.0 -0.0238753850232 0.598296592071
-4.5 -0.0271436286962 0.604908521378
-6.0 -0.017674596089 0.609473168439
-7.5 -0.0199608728031 0.611162323351
-9.0 -0.0198612440055 0.60929862992
-10.5 -0.00378631960106 0.603382750156
-12.0 0.00628763034241 0.593109929032
-13.5 0.0123767775213 0.578375566777
-15.0 -8.31990919781e-06 0.559270077031
-16.5 -0.00396252589189 0.53606394185
-18.0 -0.0121380202912 0.509184424414
-19.5 -0.00577061008008 0.47918582912
-21.0 -0.00614587516093 0.446715478377
-22.5 -0.00463600454563 0.412477690447
-24.0 0.00406279848414 0.377197992119
-25.5 0.0107300065418 0.341589596931
-27.0 0.0226179902234 0.30632384993
-28.5 0.0241629739039 0.272005918662
-30.0 0.0197553124859 0.239156538197
-31.5 0.0150859701458 0.208200137411
-33.0 0.0124433381518 0.17945922369
-34.5 0.0100859483386 0.153154516039
-36.0 0.0122613321499 0.129410015784
-37.5 0.0113571256928 0.10826200262
-39.0 0.00973084772467 0.0896708441858
-40.5 0.00995325991497 0.0735345029349
-42.0 0.0104124120411 0.0597027004898
-43.5 0.00354887724124 0.047990837799
-45.0 -3.19033676136e-05 0.0381929477902
-46.5 -0.0143153819741 0.0300931544414
-48.0 -0.0206847671306 0.0234753091394
-49.5 -0.0258541830941 0.0181306563187
-51.0 -0.0231143857365 0.0138635345494
-52.5 -0.0165317156852 0.0104952399862
-54.0 -0.00469673785378 0.00786626417605
-55.5 0.000670037144443 0.00583716900601
-57.0 0.0118600164544 0.00428838205944
-58.5 0.015690464273 0.00311919151006
-60.0 0.0123429596981 0.00224619731483
-61.5 0.0132912041371 0.00160144123005
-63.0 0.00682095851574 0.00113039779713
-64.5 0.00354488359211 0.000789966658985
-66.0 0.000105349335629 0.00054656693971
-67.5 -0.00228611610729 0.000374399339519
-69.0 -0.00590406048739 0.000253912389393
-70.5 -0.00259074489078 0.000170486424573
-72.0 -0.00516212298155 0.000113332063653
-73.5 -0.00733752089359 7.45886707645e-05
-75.0 -0.0122082601291 4.86015377274e-05
-76.5 -0.0123808459312 3.13533695133e-05
-78.0 -0.0109220680327 2.00251370146e-05
-79.5 -0.00459886924038 1.26626275883e-05
-81.0 -0.00232296719169 7.92737190693e-06
-82.5 0.00304715271903 4.91350827494e-06
-84.0 0.00746767091137 3.01516587234e-06
-85.5 0.0116022923737 1.83184103592e-06
-87.0 0.0100122211139 1.10184730955e-06
-88.5 0.00885915537296 6.56163553916e-07
-90.0 0.00691469669869 3.86865363994e-07
-91.5 0.00905170470269 2.25821168419e-07
-93.0 0.0110783049835 1.3050480649e-07
-94.5 0.0116127311443 7.46698741917e-08
-96.0 0.00962706634856 4.22981514379e-08
-97.5 0.00867015174837 2.37221698652e-08
-99.0 0.0092764236158 1.31717806701e-08
-100.5 0.00778660760378 7.2408845799e-09
-102.0 0.00726285980455 3.94090362758e-09
-103.5 0.00184828549366 2.12352344192e-09
-105.0 -0.00398473377795 1.13285769735e-09
-106.5 -0.0131355314075 5.98343689968e-10
-108.0 -0.0131334518071 3.12883835028e-10
-109.5 -0.0098718948287 1.61984176405e-10
-111.0 -0.000579918182177 8.30269555231e-11
-112.5 0.00425672570646 4.21330297163e-11
-114.0 0.00949592944119 2.11681703203e-11
-115.5 0.00992569199127 1.05293365666e-11
-117.0 0.0133898470563 5.18532223158e-12
-118.5 0.0200952177281 2.52817741358e-12
-120.0 0.0232236862767 1.2203837029e-12
-121.5 0.0215383085992 5.832332928e-13
-123.0 0.0182115959551 2.75959449308e-13
-124.5 0.0123337950423 1.2927224395e-13
-126.0 0.00485334834891 5.99545793929e-14
-127.5 -0.000566113244194 2.75293836908e-14
-129.0 -0.0102255065962 1.25149083137e-14
-130.5 -0.0202171998641 5.6326907877e-15
-132.0 -0.0252941708687 2.50992766013e-15
-133.5 -0.025687213843 1.10729554756e-15
-135.0 -0.0264428506599 4.83640829959e-16
-136.5 -0.0124017510527 2.09141114064e-16
-138.0 -0.00628011956135 8.95391426486e-17
-139.5 0.00635113083851 3.79527719891e-17
-141.0 0.0037148137644 1.59268953402e-17
-142.5 0.00418374264574 6.61722354369e-18
-144.0 -0.00609101796306 2.72193369325e-18
-145.5 -0.0016944340357 1.10850161947e-18
-147.0 -0.00880276565604 4.46943038873e-19
-148.5 -0.000145470430932 1.78412417643e-19
-150.0 0.00130358872368 7.05107013157e-20
-151.5 0.00919428365377 2.75893866383e-20
-153.0 0.012775530671 1.06877456986e-20
-154.5 0.0131237625924 4.0990879183e-21
-156.0 0.0110419015114 1.55648668541e-21
-157.5 0.00946236880087 5.85141151256e-22
-159.0 0.00729832367837 2.17787489599e-22
-160.5 0.0037357309827 8.02531838735e-23
-162.0 0.00764749320192 2.92784895784e-23
-163.5 0.00761018410692 1.05752859948e-23
-165.0 0.0130682972047 3.7817483746e-24
-166.5 0.00710229884538 1.33890632097e-24
-168.0 -0.00171161399848 4.69315405107e-25
-169.5 -0.00938387084928 1.62868270013e-25
-171.0 -0.010352966732 5.59583901385e-26
-172.5 -0.0130830718278 1.90349173529e-26
-174.0 -0.0128783149287 6.41052848596e-27
-175.5 -0.0197758936377 2.13743899551e-27
-177.0 -0.0209501833995 7.05587173906e-28
-178.5 -0.0184300204767 2.30602856181e-28
-180.0 -0.0156142204668 7.46166490774e-29
-181.5 -0.020594477382 2.39036299213e-29
-183.0 -0.0225185097953 7.58139328632e-30
-184.5 -0.027986727314 2.38062643323e-30
-186.0 -0.019538650067 7.40100217394e-31
-187.5 -0.0156111296075 2.27796405707e-31
-189.0 -0.00566460318501 6.94161076491e-32
-190.5 -0.00640550220746 2.09426051084e-32
-192.0 0.00374150367375 6.25544492576e-33
-193.5 0.00338393618299 1.84987660945e-33
-195.0 0.0108176546816 5.41607129303e-34
-196.5 0.00295736164374 1.56993994275e-34
-198.0 0.004095934833 4.50545608316e-35
-199.5 -0.00250321163887 1.28012251978e-35
-201.0 0.0010416077466 3.60098547691e-36
-202.5 0.0030992350214 1.00287835278e-36
-204.0 0.0110835854332 2.7652359833e-37
-205.5 0.0140629337874 7.54871792495e-38
-207.0 0.0209004729976 2.04019298576e-38
-208.5 0.0186329367695 5.45916672643e-39
-210.0 0.0172686538742 1.44623384699e-39
-211.5 0.0120334716139 3.79321744953e-40
-213.0 0.00504641661555 9.849949713e-41
-214.5 -0.0015185782836 2.5323127524e-41
-216.0 -0.00382890180547 6.44551652189e-42
-217.5 -0.00460063212185 1.62425856324e-42
-219.0 0.00141857916892 4.05237529806e-43
-220.5 -2.81622280821e-05 1.00097033969e-43
-222.0 -0.00383476298906 2.44787824985e-44
-223.5 -0.00569080661816 5.9267345103e-45
-225.0 -0.00794378647749 1.42068628648e-45
-226.5 -0.00654190203152 3.37161485436e-46
-228.0 -0.00551754661652 7.92199901231e-47
-229.5 -0.00605197196399 1.84284438826e-47
-231.0 -0.00183913229363 4.24423673734e-48
-232.5 0.00917447693703 9.67759829526e-49
-234.0 0.012921635495 2.18470416803e-49
-235.5 0.0159407262868 4.88286523965e-50
-237.0 0.0104906522901 1.08047294088e-50
-238.5 0.00857318313566 2.36706457887e-51
-240.0 -0.00259434336394 5.13408876956e-52
-241.5 0.00259200042351 1.10248755412e-52
-243.0 -0.00909685661979 2.34391075962e-53
-244.5 -0.00298783068838 4.93361783065e-54
-246.0 0.0 1.02812754e-54
-247.5 0.0 2.12121913089e-55
###
# timestamp: 2456559.72097
# Gaussian 1 [amp, RV +/- err, wid]: [0.70, -10.00 +/- 0.00, 15.00]
# Gaussian 2 [amp, RV +/- err, wid]: [0.95, 30.00 +/- 0.00, 15.00]
# Uncorrected_RV, BF_amp, Gaussian_fit
###
247.5 0.0 1.92759581817e-46
246.0 0.0 8.17657645178e-46
244.5 0.0122441449502 3.43387184847e-45
243.0 0.0113345716251 1.42775509962e-44
241.5 0.00703671393642 5.8773345443e-44
240.0 -0.000198154659685 2.39532341027e-43
238.5 -0.00268501453837 9.66506905365e-43
237.0 -0.0103923969434 3.86102682274e-42
235.5 -0.0210108370051 1.52706573132e-41
234.0 -0.0342265995594 5.97956648603e-41
232.5 -0.0508182364994 2.31813498906e-40
231.0 -0.0513939951315 8.89743451432e-40
229.5 -0.0500514020262 3.38102150879e-39
228.0 -0.042168074461 1.27200296053e-38
226.5 -0.0379201048433 4.73789428049e-38
225.0 -0.0275429924077 1.74718810653e-37
223.5 -0.0230254091431 6.378976743e-37
222.0 -0.0107541336282 2.30578828328e-36
220.5 -0.00798538219304 8.25172778075e-36
219.0 0.00165679467705 2.92366367603e-35
217.5 0.00812374663121 1.02557396365e-34
216.0 0.0173512131294 3.56175150764e-34
214.5 0.0165074520762 1.224664988e-33
213.0 0.0162870540216 4.16896301492e-33
211.5 0.0134786292409 1.40506313036e-32
210.0 0.0111380033642 4.68835715547e-32
208.5 0.00261779169119 1.54882587118e-31
207.0 -0.0115732939041 5.06572436563e-31
205.5 -0.0266338711631 1.640353961e-30
204.0 -0.0344568539056 5.25884830012e-30
202.5 -0.0411892348417 1.66917076538e-29
201.0 -0.0338692774735 5.24527124476e-29
199.5 -0.0257426899966 1.6318949122e-28
198.0 -0.0157999958409 5.02659020424e-28
196.5 -0.00646363842052 1.53289295366e-27
195.0 0.00120187687544 4.62814791376e-27
193.5 0.00186386074173 1.38343796e-26
192.0 0.00217329839264 4.09420138558e-26
190.5 -0.001272660816 1.19959809931e-25
189.0 -0.00625557139132 3.47984093168e-25
187.5 -0.00931574003968 9.99401669532e-25
186.0 -0.00681861762001 2.84169723168e-24
184.5 -0.000726187790806 7.99967959667e-24
183.0 -0.00324806771577 2.22958706899e-23
181.5 -0.00615293729656 6.15224094942e-23
180.0 -0.0140719833606 1.68073517939e-22
178.5 -0.0240585124202 4.54592535094e-22
177.0 -0.0186899918344 1.21731329304e-21
175.5 -0.0111845858317 3.22730108801e-21
174.0 -0.00445449898354 8.47098005954e-21
172.5 0.000488299536454 2.20132866892e-20
171.0 0.00841157624731 5.66360785007e-20
169.5 0.0136387477287 1.44264181351e-19
168.0 0.0229118686146 3.63815260055e-19
166.5 0.0192337530625 9.0836493757e-19
165.0 0.0107038879163 2.24541628697e-18
163.5 0.00470673479126 5.49528764134e-18
162.0 0.00231185387542 1.33149961817e-17
160.5 -0.00311411578283 3.19410153795e-17
159.0 -0.0085406624163 7.58601059187e-17
157.5 -0.00989587697936 1.78375509565e-16
156.0 -0.0125524866881 4.1525422893e-16
154.5 -0.00582327152109 9.5708378045e-16
153.0 -0.00512846629569 2.18395106942e-15
151.5 -0.000758389755229 4.93392912565e-15
150.0 0.00193491047302 1.10357020008e-14
148.5 0.00559242606022 2.44379109391e-14
147.0 0.00407785167656 5.35778455602e-14
145.5 0.00467675743702 1.16295649765e-13
144.0 0.0037545640828 2.49918697144e-13
142.5 0.003188232785 5.31729899949e-13
141.0 0.00550713387876 1.12005789348e-12
139.5 0.00202914704499 2.33586056746e-12
138.0 0.00620813199268 4.82292395892e-12
136.5 0.00353351105427 9.85895692662e-12
135.0 0.00719776995669 1.99530172934e-11
133.5 0.0080582613822 3.99800418051e-11
