2M19282456+4215080,7441,56820,182,292.10237,42.25224,r5,57.2491,-22.9854
2M19282456+4215080,7439,56762,188,292.10237,42.25224,r5,45.9056,-26.2949
2M19282456+4215080,7440,56788,188,292.10237,42.25224,r5,22.0334,0.201252
2M19282456+4215080,7125,56585,285,292.10237,42.25224,r5,59.5727,-5.18601
2M19282456+4215080,7439,56760,188,292.10237,42.25224,r5,51.1949,-21.3795
2M19282456+4215080,7439,56758,188,292.10237,42.25224,r5,11.8075,-3.34382
2M19282456+4215080,7441,56812,182,292.10237,42.25224,r5,43.2457,13.7731
2M19282456+4215080,7125,56559,285,292.10237,42.25224,r5,56.8196,-32.4667
2M19282456+4215080,7125,56560,285,292.10237,42.25224,r5,57.8601,-35.6429
2M19282456+4215080,7441,56814,182,292.10237,42.25224,r5,45.6031,18.0228
2M19282456+4215080,7441,56815,182,292.10237,42.25224,r5,57.4982,14.88
2M19282456+4215080,7441,56816,182,292.10237,42.25224,r5,22.6195,10.1862
2M19282456+4215080,7440,56784,188,292.10237,42.25224,r5,37.255,15.9963
2M19282456+4215080,7440,56786,188,292.10237,42.25224,r5,43.0164,8.70785
2M19282456+4215080,7440,56787,188,292.10237,42.25224,r5,51.9835,4.41612
2M19282456+4215080,7125,56557,285,292.10237,42.25224,r5,59.6289,-24.8622
2M19282456+4215080,7439,56763,188,292.10237,42.25224,r5,49.6128,-27.9424
2M19282456+4215080,7441,56819,182,292.10237,42.25224,r5,45.9562,-16.1757
2M19282456+4215080,7441,56817,182,292.10237,42.25224,r5,48.1875,7.14032
2M19282456+4215080,7439,56757,188,292.10237,42.25224,r5,59.3602,0.921119
2M19282456+4215080,7440,56783,188,292.10237,42.25224,r5,32.1295,14.5061
2M19282456+4215080,7439,56761,188,292.10237,42.25224,r5,13.7493,-23.5327
2M19282456+4215080,7440,56785,188,292.10237,42.25224,r5,53.0536,12.8239
2M19282456+4215080,7125,56584,285,292.10237,42.25224,r5,60.9743,-1.15133
2M19282456+4215080,7441,56818,182,292.10237,42.25224,r5,50.7774,0.812334
