#AGE= 9.000 EEPS=267
#EEP   M/Mo    LogTeff  LogG   LogL/Lo U       B       V       R       I       J       H       Ks      Kp      D51     
  13  0.114085  3.5116  5.2017 -2.7068 16.5946 15.0967 13.5113 12.4268 11.0136  9.6270  9.0840  8.8449 12.3958 14.1689
  14  0.132111  3.5130  5.1494 -2.5852 16.2213 14.7568 13.1867 12.1092 10.7072  9.3264  8.7837  8.5445 12.0823 13.8348
  15  0.147189  3.5144  5.1118 -2.4951 15.9378 14.4987 12.9409 11.8701 10.4788  9.1045  8.5616  8.3226 11.8473 13.5819
  16  0.160438  3.5161  5.0836 -2.4227 15.7002 14.2828 12.7363 11.6728 10.2937  8.9277  8.3842  8.1459 11.6546 13.3715
  17  0.173049  3.5180  5.0604 -2.3588 15.4819 14.0842 12.5491 11.4939 10.1286  8.7728  8.2282  7.9910 11.4810 13.1791
  18  0.184352  3.5200  5.0424 -2.3055 15.2960 13.9146 12.3896 11.3423  9.9903  8.6445  8.0987  7.8626 11.3343 13.0153
  19  0.194325  3.5217  5.0283 -2.2615 15.1414 13.7730 12.2565 11.2161  9.8757  8.5388  7.9917  7.7566 11.2124 12.8789
  20  0.202751  3.5231  5.0169 -2.2261 15.0187 13.6602 12.1503 11.1152  9.7838  8.4540  7.9057  7.6715 11.1148 12.7702
  21  0.209967  3.5243  5.0082 -2.1975 14.9195 13.5685 12.0640 11.0333  9.7095  8.3854  7.8362  7.6027 11.0357 12.6819
  22  0.216463  3.5253  5.0007 -2.1726 14.8330 13.4885 11.9886 10.9619  9.6447  8.3259  7.7757  7.5429 10.9666 12.6049
  23  0.222831  3.5264  4.9936 -2.1488 14.7507 13.4118 11.9164 10.8934  9.5826  8.2689  7.7176  7.4855 10.9005 12.5312
  24  0.229476  3.5275  4.9863 -2.1244 14.6664 13.3331 11.8424 10.8232  9.5190  8.2105  7.6581  7.4267 10.8326 12.4557
  25  0.236838  3.5287  4.9783 -2.0977 14.5743 13.2470 11.7613 10.7465  9.4496  8.1471  7.5933  7.3627 10.7585 12.3730
  26  0.245276  3.5301  4.9691 -2.0676 14.4696 13.1488 11.6690 10.6592  9.3710  8.0754  7.5199  7.2902 10.6742 12.2790
  27  0.254486  3.5318  4.9588 -2.0346 14.3551 13.0411 11.5677 10.5635  9.2851  7.9973  7.4397  7.2111 10.5820 12.1759
  28  0.262526  3.5333  4.9499 -2.0064 14.2568 12.9484 11.4806 10.4812  9.2114  7.9304  7.3708  7.1431 10.5027 12.0873
  29  0.269231  3.5345  4.9425 -1.9830 14.1757 12.8716 11.4083 10.4130  9.1507  7.8753  7.3141  7.0871 10.4371 12.0140
  30  0.275044  3.5356  4.9362 -1.9629 14.1053 12.8048 11.3455 10.3538  9.0981  7.8279  7.2651  7.0388 10.3802 11.9503
  31  0.280681  3.5368  4.9301 -1.9434 14.0371 12.7399 11.2845 10.2964  9.0474  7.7824  7.2180  6.9923 10.3251 11.8885
  32  0.286707  3.5381  4.9236 -1.9226 13.9638 12.6700 11.2187 10.2346  8.9930  7.7338  7.1676  6.9426 10.2658 11.8220
  33  0.294043  3.5397  4.9156 -1.8971 13.8736 12.5837 11.1375 10.1583  8.9262  7.6743  7.1057  6.8817 10.1928 11.7400
  34  0.307266  3.5429  4.9002 -1.8497 13.7054 12.4219 10.9852 10.0153  8.8020  7.5647  6.9914  6.7690 10.0562 11.5865
  35  0.347972  3.5557  4.8490 -1.6935 13.1487 11.8745 10.4656  9.5274  8.3868  7.2109  6.6188  6.4023  9.5929 11.0696
  36  0.365123  3.5620  4.8268 -1.6252 12.9068 11.6295 10.2299  9.3071  8.2075  7.0586  6.4571  6.2442  9.3861 10.8375
