#NUMBER OF AGES=1 MAGS=10
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.2826 2.3222E-02 5.2928E-03  0.00   0.00
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: Bessell UBV(RI)c + 2MASS JHKs + Kepler (Vega)
#AGE= 3.000 EEPS=272
#EEP   M/Mo    LogTeff  LogG   LogL/Lo U       B       V       R       I       J       H       Ks      Kp      D51     
   8  0.113641  3.5116  5.2063 -2.7132 16.6148 15.1144 13.5280 12.4432 11.0296  9.6430  9.0998  8.8608 12.4120 14.1863
   9  0.139564  3.5136  5.1378 -2.5474 16.1050 14.6494 13.0836 12.0088 10.6112  9.2334  8.6905  8.4515 11.9837 13.7294
  10  0.172768  3.5178  5.0782 -2.3780 15.5447 14.1385 12.5996 11.5433 10.1766  8.8204  8.2758  8.0387 11.5299 13.2322
  11  0.197156  3.5220  5.0469 -2.2727 15.1741 13.7995 12.2806 11.2409  9.9023  8.5677  8.0203  7.7857 11.2380 12.9054
  12  0.208534  3.5238  5.0338 -2.2280 15.0181 13.6559 12.1453 11.1125  9.7858  8.4604  7.9116  7.6781 11.1140 12.7670
  13  0.215410  3.5249  5.0257 -2.2015 14.9264 13.5712 12.0656 11.0369  9.7171  8.3971  7.8473  7.6145 11.0408 12.6855
  14  0.220528  3.5257  5.0209 -2.1832 14.8622 13.5117 12.0096 10.9839  9.6693  8.3534  7.8029  7.5706 10.9897 12.6284
  15  0.224974  3.5264  5.0164 -2.1672 14.8058 13.4595 11.9604 10.9374  9.6274  8.3151  7.7639  7.5321 10.9449 12.5782
  16  0.231065  3.5274  5.0105 -2.1457 14.7304 13.3895 11.8946 10.8751  9.5714  8.2640  7.7119  7.4807 10.8848 12.5110
  17  0.237580  3.5285  5.0033 -2.1221 14.6476 13.3126 11.8223 10.8067  9.5098  8.2078  7.6547  7.4241 10.8189 12.4372
  18  0.245468  3.5299  4.9942 -2.0934 14.5475 13.2192 11.7345 10.7237  9.4351  8.1396  7.5850  7.3552 10.7388 12.3477
  19  0.254817  3.5315  4.9822 -2.0586 14.4267 13.1062 11.6283 10.6232  9.3444  8.0566  7.5000  7.2713 10.6417 12.2394
  20  0.264478  3.5333  4.9691 -2.0223 14.3020 12.9890 11.5183 10.5189  9.2504  7.9705  7.4116  7.1840 10.5410 12.1272
