#AGE=11.000 EEPS=266
#EEP   M/Mo    LogTeff  LogG   LogL/Lo U       B       V       R       I       J       H       Ks      Kp      D51     
  14  0.114441  3.5116  5.1992 -2.7028 16.5820 15.0855 13.5008 12.4164 11.0036  9.6171  9.0741  8.8350 12.3855 14.1579
  15  0.129998  3.5128  5.1528 -2.5962 16.2546 14.7876 13.2163 12.1381 10.7350  9.3535  8.8108  8.5715 12.1108 13.8651
  16  0.143025  3.5140  5.1183 -2.5157 16.0031 14.5588 12.9983 11.9256 10.5313  9.1549  8.6122  8.3730 11.9016 13.6407
  17  0.154262  3.5152  5.0921 -2.4516 15.7967 14.3712 12.8201 11.7532 10.3682  8.9979  8.4548  8.2161 11.7327 13.4574
  18  0.165604  3.5169  5.0691 -2.3912 15.5943 14.1872 12.6464 11.5864 10.2131  8.8510  8.3072  8.0693 11.5704 13.2787
  19  0.176795  3.5187  5.0494 -2.3358 15.4030 14.0130 12.4824 11.4301 10.0695  8.7169  8.1720  7.9351 11.4188 13.1101
  20  0.187425  3.5206  5.0331 -2.2866 15.2312 13.8561 12.3348 11.2899  9.9418  8.5988  8.0526  7.8168 11.2833 12.9587
  21  0.197063  3.5223  5.0198 -2.2448 15.0845 13.7215 12.2083 11.1699  9.8329  8.4985  7.9509  7.7162 11.1674 12.8291
  22  0.205218  3.5236  5.0091 -2.2112 14.9680 13.6141 12.1072 11.0739  9.7455  8.4178  7.8692  7.6352 11.0746 12.7257
  23  0.212554  3.5248  5.0005 -2.1826 14.8688 13.5224 12.0208 10.9920  9.6712  8.3494  7.7997  7.5665 10.9954 12.6374
  24  0.219446  3.5259  4.9929 -2.1566 14.7792 13.4390 11.9422 10.9175  9.6035  8.2872  7.7364  7.5040 10.9234 12.5572
  25  0.226463  3.5270  4.9853 -2.1308 14.6903 13.3559 11.8640 10.8434  9.5364  8.2256  7.6736  7.4419 10.8517 12.4774
  26  0.233976  3.5283  4.9774 -2.1038 14.5966 13.2683 11.7815 10.7653  9.4658  8.1611  7.6077  7.3768 10.7763 12.3933
  27  0.242258  3.5297  4.9687 -2.0743 14.4942 13.1723 11.6912 10.6799  9.3889  8.0910  7.5359  7.3060 10.6939 12.3013
  28  0.251566  3.5313  4.9587 -2.0413 14.3794 13.0644 11.5897 10.5840  9.3028  8.0128  7.4557  7.2268 10.6015 12.1981
  29  0.260051  3.5329  4.9496 -2.0117 14.2764 12.9672 11.4983 10.4978  9.2257  7.9428  7.3836  7.1557 10.5184 12.1052
  30  0.266793  3.5341  4.9425 -1.9884 14.1952 12.8904 11.4261 10.4296  9.1649  7.8878  7.3270  7.0998 10.4528 12.0318
  31  0.272325  3.5352  4.9366 -1.9693 14.1284 12.8270 11.3665 10.3735  9.1152  7.8429  7.2806  7.0541 10.3989 11.9714
  32  0.277124  3.5362  4.9314 -1.9526 14.0698 12.7714 11.3142 10.3242  9.0716  7.8038  7.2401  7.0141 10.3517 11.9184
  33  0.281857  3.5372  4.9262 -1.9362 14.0118 12.7161 11.2622 10.2754  9.0285  7.7652  7.2001  6.9747 10.3048 11.8658
  34  0.286909  3.5383  4.9205 -1.9184 13.9492 12.6564 11.2061 10.2225  8.9821  7.7237  7.1571  6.9322 10.2541 11.8090
  35  0.292698  3.5396  4.9138 -1.8977 13.8764 12.5868 11.1406 10.1610  8.9281  7.6755  7.1070  6.8829 10.1952 11.7428
