#AGE= 5.000 EEPS=270
#EEP   M/Mo    LogTeff  LogG   LogL/Lo U       B       V       R       I       J       H       Ks      Kp      D51     
  10  0.107580  3.5111  5.2242 -2.7569 16.7486 15.2363 13.6446 12.5573 11.1397  9.7509  9.2077  8.9687 12.5246 14.3062
  11  0.130884  3.5128  5.1571 -2.5975 16.2601 14.7913 13.2192 12.1410 10.7379  9.3568  8.8139  8.5748 12.1138 13.8686
  12  0.154380  3.5152  5.1041 -2.4636 15.8359 14.4046 12.8511 11.7835 10.3978  9.0277  8.4844  8.2459 11.7629 13.4902
  13  0.176318  3.5185  5.0671 -2.3554 15.4672 14.0689 12.5343 11.4808 10.1186  8.7656  8.2207  7.9839 11.4691 13.1648
  14  0.191551  3.5211  5.0453 -2.2872 15.2277 13.8501 12.3285 11.2855  9.9411  8.6016  8.0549  7.8197 11.2804 12.9538
  15  0.201669  3.5228  5.0320 -2.2448 15.0796 13.7141 12.2006 11.1641  9.8308  8.4999  7.9519  7.7177 11.1631 12.8227
  16  0.209084  3.5240  5.0233 -2.2157 14.9786 13.6210 12.1128 11.0808  9.7550  8.4301  7.8811  7.6476 11.0825 12.7330
  17  0.215177  3.5250  5.0165 -2.1925 14.8977 13.5462 12.0424 11.0141  9.6946  8.3746  7.8247  7.5919 11.0181 12.6610
  18  0.220741  3.5259  5.0102 -2.1715 14.8249 13.4788 11.9789 10.9539  9.6401  8.3246  7.7739  7.5416 10.9600 12.5962
  19  0.226270  3.5268  5.0039 -2.1509 14.7529 13.4121 11.9162 10.8945  9.5864  8.2753  7.7238  7.4920 10.9026 12.5321
  20  0.232188  3.5277  4.9971 -2.1290 14.6770 13.3415 11.8497 10.8315  9.5295  8.2231  7.6706  7.4394 10.8418 12.4643
  21  0.238972  3.5289  4.9894 -2.1042 14.5910 13.2612 11.7742 10.7600  9.4648  8.1639  7.6102  7.3797 10.7727 12.3872
  22  0.247083  3.5303  4.9799 -2.0746 14.4884 13.1651 11.6840 10.6746  9.3878  8.0935  7.5381  7.3086 10.6902 12.2952
  23  0.256296  3.5319  4.9686 -2.0408 14.3712 13.0551 11.5806 10.5768  9.2998  8.0132  7.4558  7.2273 10.5958 12.1899
  24  0.265079  3.5335  4.9578 -2.0090 14.2614 12.9517 11.4833 10.4848  9.2171  7.9378  7.3782  7.1507 10.5071 12.0909
  25  0.273188  3.5350  4.9479 -1.9800 14.1610 12.8568 11.3941 10.4005  9.1417  7.8693  7.3076  7.0810 10.4259 12.0003
  26  0.281413  3.5366  4.9384 -1.9512 14.0605 12.7614 11.3044 10.3159  9.0666  7.8014  7.2375  7.0118 10.3445 11.9093
  27  0.291309  3.5387  4.9275 -1.9170 13.9402 12.6467 11.1965 10.2144  8.9772  7.7214  7.1546  6.9300 10.2472 11.8001
  28  0.310539  3.5434  4.9061 -1.8492 13.6983 12.4143 10.9778 10.0093  8.7992  7.5646  6.9910  6.7688 10.0513 11.5798
  29  0.351915  3.5564  4.8558 -1.6925 13.1382 11.8631 10.4545  9.5180  8.3825  7.2106  6.6181  6.4019  9.5853 11.0595
  30  0.368026  3.5623  4.8355 -1.6290 12.9123 11.6342 10.2343  9.3124  8.2162  7.0695  6.4682  6.2555  9.3926 10.8426
  31  0.379997  3.5672  4.8203 -1.5805 12.7403 11.4571 10.0629  9.1526  8.0898  6.9628  6.3544  6.1451  9.2436 10.6748
  32  0.391133  3.5719  4.8063 -1.5349 12.5792 11.2891  9.8994  8.9999  7.9704  6.8629  6.2475  6.0423  9.1015 10.5159
  33  0.402859  3.5773  4.7921 -1.4866 12.4091 11.1096  9.7242  8.8362  7.8442  6.7583  6.1353  5.9353  8.9495 10.3464
  34  0.414552  3.5829  4.7785 -1.4379 12.2356 10.9254  9.5436  8.6675  7.7169  6.6541  6.0230  5.8295  8.7934 10.1727
  35  0.425661  3.5886  4.7661 -1.3912 12.0672 10.7451  9.3671  8.5027  7.5947  6.5549  5.9159  5.7299  8.6412 10.0037
  36  0.436358  3.5944  4.7548 -1.3459 11.9077 10.5698  9.1985  8.3460  7.4765  6.4579  5.8116  5.6343  8.4952  9.8440
  37  0.446861  3.6003  4.7443 -1.3015 11.7538 10.3970  9.0355  8.1954  7.3608  6.3620  5.7091  5.5416  8.3534  9.6907
  38  0.457144  3.6062  4.7347 -1.2583 11.5976 10.2249  8.8732  8.0458  7.2485  6.2700  5.6117  5.4538  8.2128  9.5365
  39  0.466248  3.6118  4.7267 -1.2197 11.4528 10.0674  8.7254  7.9100  7.1486  6.1888  5.5268  5.3777  8.0854  9.3947
  40  0.475336  3.6175  4.7194 -1.1810 11.3084  9.9086  8.5786  7.7760  7.0486  6.1069  5.4425  5.3023  7.9585  9.2539
  41  0.486053  3.6245  4.7118 -1.1358 11.1322  9.7183  8.4064  7.6205  6.9316  6.0113  5.3467  5.2171  7.8099  9.0860
  42  0.499917  3.6337  4.7029 -1.0779 10.8791  9.4630  8.1820  7.4209  6.7808  5.8907  5.2320  5.1153  7.6173  8.8569
  43  0.515910  3.6448  4.6939 -1.0107 10.5353  9.1576  7.9199  7.1921  6.6045  5.7532  5.1113  5.0076  7.3929  8.5690
  44  0.533436  3.6575  4.6856 -0.9370 10.1039  8.8126  7.6337  6.9490  6.4090  5.6048  4.9930  4.9021  7.1490  8.2301
  45  0.552543  3.6710  4.6762 -0.8587  9.6155  8.4509  7.3388  6.7037  6.2020  5.4484  4.8756  4.7960  6.8974  7.8607
  46  0.571873  3.6839  4.6658 -0.7815  9.1359  8.1087  7.0591  6.4719  6.0009  5.2960  4.7647  4.6936  6.6575  7.5040
  47  0.586768  3.6935  4.6571 -0.7232  8.7919  7.8614  6.8559  6.3029  5.8522  5.1818  4.6805  4.6149  6.4818  7.2471
  48  0.597642  3.7002  4.6501 -0.6814  8.5571  7.6899  6.7143  6.1842  5.7468  5.0999  4.6192  4.5572  6.3583  7.0710
  49  0.606303  3.7054  4.6442 -0.6483  8.3668  7.5567  6.6047  6.0916  5.6647  5.0361  4.5707  4.5115  6.2621  6.9370
  50  0.613979  3.7099  4.6386 -0.6193  8.2018  7.4418  6.5103  6.0113  5.5931  4.9800  4.5277  4.4707  6.1787  6.8230
  51  0.621026  3.7140  4.6333 -0.5928  8.0540  7.3387  6.4257  5.9389  5.5282  4.9288  4.4880  4.4330  6.1034  6.7222
  52  0.626305  3.7170  4.6291 -0.5730  7.9456  7.2629  6.3635  5.8855  5.4801  4.8907  4.4581  4.4046  6.0479  6.6490
  53  0.631538  3.7199  4.6248 -0.5535  7.8399  7.1888  6.3028  5.8331  5.4329  4.8531  4.4284  4.3764  5.9936  6.5782
  54  0.636720  3.7227  4.6204 -0.5343  7.7369  7.1166  6.2437  5.7818  5.3866  4.8160  4.3990  4.3482  5.9403  6.5097
  55  0.641856  3.7254  4.6159 -0.5153  7.6362  7.0463  6.1861  5.7314  5.3408  4.7794  4.3699  4.3201  5.8881  6.4435
  56  0.646958  3.7281  4.6112 -0.4965  7.5377  6.9779  6.1297  5.6818  5.2956  4.7431  4.3412  4.2919  5.8368  6.3792
  57  0.652019  3.7307  4.6064 -0.4779  7.4417  6.9109  6.0745  5.6331  5.2510  4.7072  4.3125  4.2637  5.7864  6.3168
  58  0.657049  3.7333  4.6014 -0.4595  7.3483  6.8449  6.0203  5.5851  5.2071  4.6715  4.2836  4.2355  5.7368  6.2558
  59  0.662056  3.7357  4.5963 -0.4412  7.2577  6.7799  5.9670  5.5378  5.1638  4.6360  4.2543  4.2073  5.6878  6.1962
  60  0.667034  3.7381  4.5912 -0.4231  7.1692  6.7158  5.9145  5.4912  5.1211  4.6008  4.2250  4.1791  5.6396  6.1378
  61  0.671976  3.7405  4.5858 -0.4052  7.0831  6.6530  5.8630  5.4453  5.0790  4.5658  4.1957  4.1508  5.5921  6.0808
  62  0.676879  3.7428  4.5804 -0.3874  6.9989  6.5914  5.8124  5.4001  5.0375  4.5311  4.1665  4.1226  5.5454  6.0251
  63  0.681726  3.7450  4.5748 -0.3699  6.9172  6.5313  5.7628  5.3557  4.9965  4.4968  4.1374  4.0945  5.4994  5.9707
  64  0.686521  3.7471  4.5691 -0.3526  6.8379  6.4724  5.7142  5.3120  4.9562  4.4629  4.1084  4.0664  5.4543  5.9176
  65  0.691245  3.7492  4.5633 -0.3355  6.7611  6.4149  5.6667  5.2691  4.9166  4.4294  4.0797  4.0386  5.4100  5.8658
  66  0.695880  3.7512  4.5575 -0.3188  6.6873  6.3591  5.6203  5.2273  4.8778  4.3964  4.0512  4.0110  5.3668  5.8156
  67  0.700416  3.7531  4.5516 -0.3025  6.6161  6.3049  5.5753  5.1864  4.8399  4.3640  4.0232  3.9837  5.3247  5.7669
  68  0.704842  3.7549  4.5457 -0.2866  6.5476  6.2524  5.5315  5.1466  4.8029  4.3323  3.9956  3.9569  5.2836  5.7197
