#AGE= 4.000 EEPS=271
#EEP   M/Mo    LogTeff  LogG   LogL/Lo U       B       V       R       I       J       H       Ks      Kp      D51     
   9  0.107401  3.5111  5.2251 -2.7586 16.7539 15.2411 13.6492 12.5617 11.1440  9.7552  9.2119  8.9730 12.5290 14.3109
  10  0.131439  3.5129  5.1565 -2.5949 16.2524 14.7841 13.2122 12.1342 10.7314  9.3504  8.8076  8.5685 12.1071 13.8615
  11  0.158231  3.5157  5.0989 -2.4457 15.7763 14.3500 12.7992 11.7338 10.3517  8.9841  8.4406  8.2024 11.7145 13.4371
  12  0.183516  3.5197  5.0600 -2.3261 15.3637 13.9739 12.4448 11.3960 10.0421  8.6954  8.1497  7.9137 11.3874 13.0732
  13  0.198558  3.5223  5.0405 -2.2622 15.1388 13.7678 12.2509 11.2123  9.8755  8.5421  7.9944  7.7600 11.2100 12.8747
  14  0.207422  3.5237  5.0297 -2.2268 15.0158 13.6546 12.1443 11.1111  9.7834  8.4571  7.9083  7.6747 11.1121 12.7655
  15  0.213674  3.5247  5.0229 -2.2031 14.9333 13.5783 12.0725 11.0430  9.7218  8.4005  7.8509  7.6179 11.0464 12.6922
  16  0.219405  3.5256  5.0169 -2.1820 14.8597 13.5102 12.0083 10.9822  9.6668  8.3500  7.7996  7.5672 10.9877 12.6266
  17  0.224736  3.5265  5.0110 -2.1622 14.7904 13.4460 11.9479 10.9250  9.6151  8.3027  7.7515  7.5196 10.9325 12.5649
  18  0.230399  3.5274  5.0047 -2.1413 14.7175 13.3784 11.8844 10.8648  9.5608  8.2529  7.7009  7.4695 10.8744 12.5000
  19  0.236769  3.5284  4.9974 -2.1180 14.6362 13.3029 11.8133 10.7976  9.5001  8.1974  7.6443  7.4136 10.8095 12.4275
  20  0.244269  3.5297  4.9887 -2.0906 14.5412 13.2140 11.7298 10.7185  9.4287  8.1321  7.5775  7.3476 10.7331 12.3423
  21  0.253323  3.5313  4.9775 -2.0572 14.4252 13.1054 11.6277 10.6219  9.3416  8.0526  7.4960  7.2672 10.6399 12.2383
  22  0.262593  3.5330  4.9656 -2.0230 14.3073 12.9945 11.5235 10.5232  9.2528  7.9714  7.4127  7.1848 10.5446 12.1321
  23  0.271719  3.5347  4.9541 -1.9898 14.1928 12.8865 11.4220 10.4272  9.1668  7.8930  7.3320  7.1051 10.4521 12.0289
  24  0.281197  3.5365  4.9426 -1.9562 14.0759 12.7757 11.3177 10.3289  9.0791  7.8136  7.2501  7.0243 10.3574 11.9231
  25  0.292175  3.5388  4.9300 -1.9177 13.9407 12.6469 11.1966 10.2148  8.9786  7.7235  7.1567  6.9322 10.2480 11.8005
  26  0.313189  3.5440  4.9060 -1.8428 13.6735 12.3900 10.9549  9.9882  8.7820  7.5504  6.9761  6.7542 10.0316 11.5570
  27  0.351259  3.5560  4.8599 -1.6989 13.1585 11.8832 10.4737  9.5364  8.3989  7.2255  6.6338  6.4174  9.6031 11.0788
  28  0.367529  3.5620  4.8396 -1.6351 12.9313 11.6534 10.2528  9.3301  8.2317  7.0837  6.4832  6.2702  9.4096 10.8611
  29  0.379539  3.5668  4.8245 -1.5868 12.7595 11.4767 10.0819  9.1707  8.1056  6.9772  6.3697  6.1601  9.2610 10.6937
  30  0.390615  3.5715  4.8107 -1.5416 12.5998 11.3104  9.9202  9.0198  7.9876  6.8785  6.2641  6.0583  9.1206 10.5363
  31  0.402501  3.5769  4.7965 -1.4930 12.4283 11.1297  9.7439  8.8551  7.8604  6.7731  6.1510  5.9505  8.9676 10.3657
  32  0.414410  3.5826  4.7828 -1.4438 12.2527 10.9434  9.5613  8.6844  7.7316  6.6676  6.0375  5.8434  8.8097 10.1900
  33  0.425807  3.5884  4.7703 -1.3961 12.0808 10.7596  9.3814  8.5165  7.6071  6.5666  5.9285  5.7420  8.6547 10.0177
  34  0.436837  3.5944  4.7589 -1.3498 11.9172 10.5801  9.2087  8.3560  7.4862  6.4676  5.8219  5.6444  8.5051  9.8540
  35  0.447663  3.6004  4.7483 -1.3045 11.7597 10.4035  9.0420  8.2020  7.3680  6.3698  5.7173  5.5498  8.3602  9.6972
  36  0.457929  3.6063  4.7390 -1.2617 11.6046 10.2326  8.8810  8.0536  7.2567  6.2787  5.6208  5.4629  8.2208  9.5441
  37  0.466917  3.6117  4.7313 -1.2239 11.4628 10.0785  8.7363  7.9207  7.1589  6.1992  5.5378  5.3884  8.0960  9.4054
  38  0.476019  3.6174  4.7241 -1.1857 11.3201  9.9215  8.5912  7.7882  7.0600  6.1182  5.4544  5.3139  7.9706  9.2662
  39  0.486990  3.6244  4.7166 -1.1400 11.1423  9.7294  8.4173  7.6311  6.9419  6.0217  5.3576  5.2278  7.8206  9.0967
  40  0.502303  3.6345  4.7072 -1.0770 10.8656  9.4514  8.1732  7.4142  6.7779  5.8907  5.2332  5.1175  7.6111  8.8470
  41  0.520027  3.6468  4.6980 -1.0036 10.4829  9.1154  7.8861  7.1643  6.5847  5.7407  5.1032  5.0014  7.3655  8.5291
  42  0.543764  3.6636  4.6875 -0.9064  9.8975  8.6609  7.5116  6.8488  6.3273  5.5458  4.9506  4.8652  7.0466  8.0762
  43  0.582663  3.6893  4.6681 -0.7542  8.9546  7.9833  6.9584  6.3903  5.9309  5.2454  4.7309  4.6629  6.5722  7.3737
  44  0.604004  3.7023  4.6560 -0.6746  8.4999  7.6534  6.6868  6.1630  5.7298  5.0900  4.6153  4.5544  6.3358  7.0346
  45  0.615591  3.7090  4.6486 -0.6320  8.2540  7.4826  6.5466  6.0444  5.6244  5.0082  4.5531  4.4957  6.2125  6.8640
  46  0.624913  3.7143  4.6423 -0.5980  8.0627  7.3494  6.4375  5.9513  5.5411  4.9428  4.5028  4.4479  6.1157  6.7336
  47  0.633323  3.7189  4.6363 -0.5675  7.8951  7.2325  6.3418  5.8691  5.4673  4.8844  4.4572  4.4046  6.0303  6.6211
  48  0.641271  3.7232  4.6302 -0.5391  7.7408  7.1247  6.2538  5.7930  5.3986  4.8298  4.4141  4.3635  5.9513  6.5189
  49  0.648900  3.7272  4.6241 -0.5119  7.5962  7.0244  6.1716  5.7211  5.3333  4.7777  4.3731  4.3237  5.8768  6.4245
  50  0.656312  3.7309  4.6178 -0.4858  7.4596  6.9294  6.0936  5.6523  5.2706  4.7275  4.3332  4.2845  5.8056  6.3359
  51  0.663539  3.7345  4.6115 -0.4604  7.3302  6.8380  6.0188  5.5863  5.2103  4.6787  4.2938  4.2463  5.7373  6.2517
  52  0.668983  3.7371  4.6065 -0.4414  7.2354  6.7701  5.9633  5.5372  5.1655  4.6420  4.2637  4.2173  5.6865  6.1897
  53  0.674410  3.7397  4.6014 -0.4225  7.1430  6.7032  5.9087  5.4888  5.1213  4.6055  4.2334  4.1882  5.6363  6.1291
