#NUMBER OF AGES=1 MAGS=10
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.4000 1.3432E-02 1.3432E-02   0.00   0.00
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: Bessell UBV(RI)c + 2MASS JHKs + Kepler (Vega)
#----------------------------------------------------       
#AGE= 1.000 EEPS=277
#EEP   M/Mo    LogTeff  LogG   LogL/Lo U       B       V       R       I       J       H       Ks      Kp      D51     
 119  1.538709  3.8839  3.7823  1.3318  1.6410  1.6232  1.3717  1.2331  1.1145  0.9395  0.8639  0.8435  1.2792  1.4176
 120  1.538969  3.8847  3.7839  1.3334  1.6353  1.6169  1.3675  1.2305  1.1135  0.9400  0.8657  0.8454  1.2759  1.4126
 121  1.539230  3.8855  3.7854  1.3351  1.6298  1.6108  1.3634  1.2278  1.1124  0.9404  0.8674  0.8471  1.2726  1.4078
 122  1.539489  3.8862  3.7869  1.3368  1.6242  1.6047  1.3593  1.2252  1.1114  0.9408  0.8691  0.8489  1.2694  1.4030
 123  1.539748  3.8872  3.7889  1.3387  1.6175  1.5973  1.3544  1.2223  1.1104  0.9417  0.8716  0.8515  1.2656  1.3972
 124  1.540006  3.8882  3.7909  1.3406  1.6109  1.5901  1.3497  1.2194  1.1095  0.9426  0.8741  0.8541  1.2619  1.3916
 125  1.540263  3.8892  3.7930  1.3426  1.6040  1.5826  1.3448  1.2165  1.1086  0.9436  0.8767  0.8568  1.2582  1.3858
 126  1.540518  3.8904  3.7957  1.3449  1.5961  1.5739  1.3393  1.2133  1.1078  0.9451  0.8801  0.8604  1.2539  1.3791
 127  1.540771  3.8916  3.7982  1.3472  1.5884  1.5655  1.3338  1.2101  1.1070  0.9464  0.8834  0.8637  1.2498  1.3726
 128  1.541022  3.8930  3.8014  1.3498  1.5792  1.5558  1.3276  1.2064  1.1060  0.9481  0.8873  0.8677  1.2450  1.3651
 129  1.541268  3.8944  3.8045  1.3525  1.5700  1.5462  1.3213  1.2027  1.1050  0.9497  0.8910  0.8716  1.2402  1.3577
 130  1.541512  3.8961  3.8082  1.3555  1.5595  1.5353  1.3143  1.1987  1.1040  0.9517  0.8955  0.8763  1.2348  1.3492
 131  1.541749  3.8978  3.8121  1.3586  1.5486  1.5241  1.3072  1.1946  1.1031  0.9539  0.9002  0.8811  1.2294  1.3406
 132  1.541980  3.8998  3.8164  1.3621  1.5367  1.5119  1.2994  1.1902  1.1022  0.9564  0.9055  0.8866  1.2235  1.3312
 133  1.542202  3.9019  3.8213  1.3659  1.5234  1.4983  1.2909  1.1854  1.1012  0.9592  0.9113  0.8927  1.2170  1.3208
 134  1.542412  3.9042  3.8263  1.3700  1.5095  1.4838  1.2819  1.1805  1.1004  0.9623  0.9176  0.8992  1.2102  1.3099
 135  1.542605  3.9067  3.8317  1.3746  1.4943  1.4675  1.2720  1.1752  1.0995  0.9656  0.9242  0.9061  1.2027  1.2979
 136  1.542780  3.9093  3.8373  1.3797  1.4781  1.4496  1.2614  1.1695  1.0984  0.9691  0.9309  0.9131  1.1946  1.2848
 137  1.542938  3.9121  3.8432  1.3850  1.4611  1.4305  1.2504  1.1639  1.0977  0.9728  0.9380  0.9204  1.1862  1.2712
 138  1.543080  3.9150  3.8492  1.3905  1.4435  1.4103  1.2390  1.1583  1.0970  0.9767  0.9450  0.9278  1.1775  1.2569
 139  1.543208  3.9179  3.8551  1.3963  1.4253  1.3899  1.2273  1.1524  1.0962  0.9805  0.9518  0.9348  1.1686  1.2423
 140  1.543315  3.9208  3.8606  1.4024  1.4064  1.3696  1.2152  1.1459  1.0946  0.9832  0.9575  0.9407  1.1592  1.2274
 141  1.543409  3.9237  3.8659  1.4086  1.3869  1.3500  1.2032  1.1391  1.0924  0.9854  0.9625  0.9461  1.1497  1.2129
 142  1.543491  3.9265  3.8708  1.4149  1.3668  1.3313  1.1916  1.1321  1.0897  0.9870  0.9670  0.9509  1.1403  1.1991
 143  1.543562  3.9292  3.8753  1.4213  1.3464  1.3135  1.1804  1.1250  1.0864  0.9881  0.9708  0.9552  1.1310  1.1862
 144  1.543627  3.9319  3.8795  1.4279  1.3258  1.2965  1.1696  1.1179  1.0828  0.9890  0.9743  0.9591  1.1218  1.1740
 145  1.543688  3.9345  3.8834  1.4344  1.3052  1.2800  1.1589  1.1106  1.0789  0.9894  0.9772  0.9623  1.1127  1.1619
 146  1.543749  3.9370  3.8870  1.4410  1.2847  1.2639  1.1483  1.1032  1.0748  0.9894  0.9795  0.9651  1.1035  1.1501
 147  1.543841  3.9395  3.8915  1.4466  1.2669  1.2509  1.1406  1.0985  1.0731  0.9916  0.9841  0.9700  1.0971  1.1412
 148  1.543916  3.9380  3.8921  1.4397  1.2865  1.2677  1.1538  1.1097  1.0824  0.9985  0.9895  0.9752  1.1095  1.1552
 149  1.543945  3.9359  3.8907  1.4329  1.3067  1.2844  1.1660  1.1193  1.0894  1.0022  0.9914  0.9768  1.1205  1.1684
 150  1.543973  3.9335  3.8879  1.4262  1.3272  1.3012  1.1774  1.1277  1.0947  1.0037  0.9907  0.9757  1.1306  1.1810
 151  1.544006  3.9305  3.8821  1.4198  1.3480  1.3174  1.1869  1.1331  1.0962  1.0001  0.9842  0.9687  1.1382  1.1920
 152  1.544064  3.9253  3.8646  1.4167  1.3642  1.3273  1.1853  1.1241  1.0801  0.9756  0.9544  0.9382  1.1331  1.1936
 153  1.544120  3.9215  3.8434  1.4228  1.3544  1.3150  1.1644  1.0972  1.0474  0.9369  0.9119  0.8952  1.1092  1.1756
 154  1.544161  3.9193  3.8277  1.4296  1.3405  1.3005  1.1446  1.0736  1.0203  0.9065  0.8792  0.8623  1.0875  1.1577
 155  1.544208  3.9172  3.8123  1.4364  1.3266  1.2866  1.1251  1.0501  0.9934  0.8762  0.8468  0.8297  1.0661  1.1403
 156  1.544269  3.9146  3.7955  1.4429  1.3136  1.2747  1.1059  1.0260  0.9652  0.8441  0.8120  0.7947  1.0446  1.1236
 157  1.544356  3.9114  3.7765  1.4490  1.3029  1.2658  1.0875  1.0014  0.9353  0.8090  0.7735  0.7559  1.0233  1.1083
 158  1.544473  3.9077  3.7564  1.4544  1.2947  1.2591  1.0704  0.9775  0.9053  0.7729  0.7332  0.7152  1.0029  1.0946
 159  1.544623  3.9038  3.7362  1.4591  1.2891  1.2540  1.0556  0.9558  0.8770  0.7379  0.6933  0.6749  0.9845  1.0830
 160  1.544808  3.8999  3.7171  1.4629  1.2866  1.2510  1.0436  0.9373  0.8519  0.7061  0.6563  0.6375  0.9690  1.0742
 161  1.545022  3.8963  3.6999  1.4657  1.2862  1.2500  1.0345  0.9220  0.8304  0.6783  0.6235  0.6043  0.9566  1.0681
 162  1.545494  3.8908  3.6747  1.4690  1.2889  1.2529  1.0244  0.9021  0.8003  0.6381  0.5752  0.5553  0.9410  1.0628
 163  1.545992  3.8857  3.6516  1.4717  1.2925  1.2584  1.0166  0.8845  0.7726  0.6007  0.5296  0.5092  0.9277  1.0597
 164  1.546515  3.8809  3.6305  1.4738  1.2972  1.2648  1.0108  0.8697  0.7485  0.5674  0.4886  0.4677  0.9168  1.0582
 165  1.547048  3.8763  3.6104  1.4757  1.3028  1.2708  1.0060  0.8570  0.7275  0.5376  0.4515  0.4301  0.9074  1.0572
 166  1.547582  3.8717  3.5905  1.4773  1.3097  1.2780  1.0023  0.8454  0.7076  0.5088  0.4151  0.3933  0.8991  1.0572
 167  1.548112  3.8669  3.5702  1.4785  1.3185  1.2873  0.9998  0.8346  0.6878  0.4796  0.3778  0.3554  0.8917  1.0588
 168  1.548634  3.8619  3.5492  1.4795  1.3294  1.2992  0.9987  0.8244  0.6681  0.4495  0.3387  0.3158  0.8851  1.0620
 169  1.549144  3.8565  3.5274  1.4801  1.3430  1.3135  0.9990  0.8151  0.6488  0.4193  0.2988  0.2754  0.8797  1.0669
 170  1.549636  3.8509  3.5047  1.4803  1.3593  1.3302  1.0009  0.8071  0.6305  0.3894  0.2588  0.2348  0.8756  1.0735
 171  1.550109  3.8449  3.4812  1.4800  1.3796  1.3501  1.0046  0.8004  0.6128  0.3592  0.2176  0.1929  0.8729  1.0822
 172  1.550559  3.8386  3.4568  1.4792  1.4047  1.3735  1.0102  0.7948  0.5958  0.3284  0.1750  0.1494  0.8717  1.0931
 173  1.550986  3.8320  3.4321  1.4779  1.4342  1.4013  1.0180  0.7907  0.5796  0.2976  0.1315  0.1052  0.8721  1.1067
 174  1.551397  3.8254  3.4078  1.4759  1.4685  1.4320  1.0280  0.7887  0.5656  0.2687  0.0894  0.0623  0.8746  1.1225
 175  1.551794  3.8189  3.3844  1.4733  1.5078  1.4656  1.0400  0.7889  0.5542  0.2420  0.0499  0.0217  0.8792  1.1402
 176  1.552179  3.8126  3.3629  1.4699  1.5508  1.5012  1.0542  0.7919  0.5462  0.2196  0.0150 -0.0142  0.8864  1.1598
