#AGE=12.000 EEPS=266
#EEP   M/Mo    LogTeff  LogG   LogL/Lo U       B       V       R       I       J       H       Ks      Kp      D51     
  14  0.107461  3.5111  5.2212 -2.7544 16.7406 15.2297 13.6386 12.5513 11.1337  9.7448  9.2016  8.9626 12.5186 14.2997
  15  0.122885  3.5123  5.1724 -2.6424 16.3965 14.9170 13.3398 12.2589 10.8515  9.4677  8.9249  8.6856 12.2300 13.9922
  16  0.136102  3.5133  5.1346 -2.5561 16.1301 14.6746 13.1086 12.0329 10.6338  9.2545  8.7118  8.4726 12.0072 13.7541
  17  0.147252  3.5144  5.1062 -2.4892 15.9187 14.4824 12.9257 11.8552 10.4642  9.0899  8.5470  8.3080 11.8325 13.5659
  18  0.157669  3.5157  5.0829 -2.4310 15.7283 14.3094 12.7618 11.6970 10.3154  8.9475  8.4042  8.1657 11.6778 13.3972
  19  0.168656  3.5174  5.0614 -2.3736 15.5341 14.1328 12.5952 11.5374 10.1676  8.8080  8.2639  8.0262 11.5227 13.2259
  20  0.179607  3.5192  5.0428 -2.3203 15.3495 13.9645 12.4369 11.3866 10.0295  8.6795  8.1342  7.8976 11.3767 13.0633
  21  0.190060  3.5211  5.0273 -2.2728 15.1830 13.8123 12.2937 11.2508  9.9060  8.5655  8.0189  7.7834 11.2455 12.9165
  22  0.199383  3.5227  5.0146 -2.2329 15.0435 13.6842 12.1732 11.1365  9.8021  8.4697  7.9219  7.6873 11.1350 12.7931
  23  0.207501  3.5240  5.0044 -2.2001 14.9299 13.5793 12.0744 11.0427  9.7169  8.3911  7.8421  7.6084 11.0443 12.6920
  24  0.214853  3.5252  4.9960 -2.1719 14.8322 13.4886 11.9890 10.9617  9.6433  8.3235  7.7734  7.5404 10.9660 12.6048
  25  0.222044  3.5263  4.9882 -2.1451 14.7401 13.4027 11.9081 10.8850  9.5738  8.2596  7.7082  7.4761 10.8919 12.5223
  26  0.229432  3.5276  4.9805 -2.1183 14.6473 13.3160 11.8265 10.8077  9.5038  8.1956  7.6429  7.4115 10.8172 12.4390
  27  0.237394  3.5289  4.9722 -2.0898 14.5487 13.2236 11.7396 10.7255  9.4296  8.1279  7.5737  7.3432 10.7378 12.3505
  28  0.246272  3.5304  4.9630 -2.0585 14.4398 13.1213 11.6433 10.6345  9.3479  8.0535  7.4974  7.2680 10.6501 12.2525
  29  0.255592  3.5321  4.9531 -2.0258 14.3258 13.0140 11.5424 10.5393  9.2626  7.9760  7.4178  7.1895 10.5583 12.1499
  30  0.263150  3.5335  4.9452 -1.9997 14.2349 12.9281 11.4616 10.4630  9.1945  7.9144  7.3544  7.1268 10.4849 12.0678
  31  0.269142  3.5346  4.9390 -1.9791 14.1629 12.8599 11.3975 10.4026  9.1408  7.8659  7.3044  7.0775 10.4268 12.0027
  32  0.274013  3.5356  4.9338 -1.9623 14.1037 12.8036 11.3446 10.3528  9.0968  7.8263  7.2634  7.0371 10.3791 11.9492
