#AGE=13.000 EEPS=266
#EEP   M/Mo    LogTeff  LogG   LogL/Lo U       B       V       R       I       J       H       Ks      Kp      D51     
  14  0.101499  3.5105  5.2409 -2.8011 16.8856 15.3612 13.7640 12.6738 11.2516  9.8602  9.3168  9.0778 12.6393 14.4289
  15  0.116612  3.5118  5.1909 -2.6855 16.5285 15.0373 13.4548 12.3715 10.9601  9.5744  9.0314  8.7923 12.3411 14.1105
  16  0.129914  3.5128  5.1506 -2.5943 16.2482 14.7824 13.2114 12.1333 10.7302  9.3487  8.8060  8.5667 12.1060 13.8599
  17  0.141151  3.5138  5.1198 -2.5236 16.0279 14.5820 13.0205 11.9471 10.5516  9.1743  8.6316  8.3924 11.9227 13.6633
  18  0.151001  3.5149  5.0957 -2.4659 15.8434 14.4143 12.8612 11.7927 10.4050  9.0328  8.4898  8.2509 11.7712 13.4993
  19  0.161305  3.5162  5.0735 -2.4095 15.6567 14.2446 12.7008 11.6382 10.2605  8.8952  8.3517  8.1134 11.6205 13.3343
  20  0.172159  3.5180  5.0532 -2.3541 15.4674 14.0724 12.5384 11.4831 10.1174  8.7608  8.2164  7.9790 11.4699 13.1674
  21  0.182989  3.5198  5.0357 -2.3026 15.2879 13.9086 12.3844 11.3366  9.9837  8.6367  8.0911  7.8548 11.3282 13.0093
  22  0.193202  3.5216  5.0211 -2.2571 15.1285 13.7626 12.2471 11.2064  9.8654  8.5277  7.9807  7.7455 11.2025 12.8686
  23  0.202336  3.5232  5.0089 -2.2188 14.9951 13.6398 12.1315 11.0968  9.7657  8.4358  7.8875  7.6533 11.0965 12.7503
  24  0.210312  3.5245  4.9994 -2.1873 14.8858 13.5388 12.0364 11.0065  9.6838  8.3603  7.8109  7.5775 11.0092 12.6530
  25  0.217851  3.5257  4.9911 -2.1589 14.7880 13.4476 11.9505 10.9251  9.6098  8.2923  7.7416  7.5090 10.9304 12.5653
  26  0.225293  3.5269  4.9833 -2.1316 14.6938 13.3596 11.8676 10.8466  9.5387  8.2272  7.6752  7.4434 10.8546 12.4808
  27  0.233100  3.5282  4.9753 -2.1036 14.5967 13.2688 11.7821 10.7656  9.4656  8.1604  7.6070  7.3760 10.7764 12.3937
  28  0.241656  3.5297  4.9665 -2.0734 14.4918 13.1703 11.6895 10.6781  9.3868  8.0886  7.5334  7.3035 10.6920 12.2994
  29  0.251083  3.5313  4.9568 -2.0403 14.3766 13.0620 11.5876 10.5818  9.3004  8.0102  7.4530  7.2241 10.5992 12.1957
  30  0.259558  3.5329  4.9480 -2.0109 14.2742 12.9654 11.4967 10.4961  9.2239  7.9408  7.3816  7.1537 10.5167 12.1034
  31  0.266181  3.5341  4.9412 -1.9883 14.1950 12.8904 11.4262 10.4296  9.1647  7.8874  7.3265  7.0993 10.4528 12.0318
  32  0.271348  3.5351  4.9358 -1.9705 14.1325 12.8312 11.3705 10.3772  9.1183  7.8455  7.2833  7.0567 10.4024 11.9754
  33  0.275706  3.5360  4.9311 -1.9553 14.0791 12.7804 11.3228 10.3323  9.0786  7.8099  7.2465  7.0204 10.3594 11.9270
  34  0.279729  3.5369  4.9266 -1.9411 14.0290 12.7327 11.2780 10.2902  9.0415  7.7767  7.2120  6.9864 10.3189 11.8816
  35  0.283812  3.5378  4.9219 -1.9265 13.9774 12.6836 11.2318 10.2468  9.0033  7.7425  7.1766  6.9515 10.2773 11.8349
  36  0.288204  3.5387  4.9166 -1.9105 13.9214 12.6301 11.1815 10.1994  8.9617  7.7053  7.1379  6.9134 10.2320 11.7840
  37  0.293059  3.5399  4.9103 -1.8926 13.8586 12.5700 11.1249 10.1462  8.9149  7.6635  7.0945  6.8705 10.1809 11.7269
  38  0.298611  3.5412  4.9028 -1.8717 13.7857 12.5000 11.0591 10.0842  8.8603  7.6148  7.0438  6.8205 10.1214 11.6604
  39  0.312495  3.5447  4.8848 -1.8197 13.6028 12.3233 10.8923  9.9274  8.7238  7.4945  6.9181  6.6966  9.9715 11.4928
