#AGE= 8.000 EEPS=268
#EEP   M/Mo    LogTeff  LogG   LogL/Lo U       B       V       R       I       J       H       Ks      Kp      D51     
  12  0.105325  3.5109  5.2302 -2.7729 16.7981 15.2815 13.6878 12.5994 11.1802  9.7905  9.2472  9.0082 12.5661 14.3505
  13  0.125171  3.5124  5.1696 -2.6311 16.3628 14.8855 13.3094 12.2292 10.8228  9.4397  8.8969  8.6577 12.2007 13.9612
  14  0.143109  3.5139  5.1230 -2.5203 16.0183 14.5717 13.0102 11.9373 10.5427  9.1664  8.6236  8.3845 11.9132 13.6533
  15  0.158153  3.5157  5.0904 -2.4371 15.7482 14.3259 12.7770 11.7120 10.3304  8.9629  8.4195  8.1811 11.6929 13.4135
  16  0.172094  3.5179  5.0646 -2.3661 15.5067 14.1063 12.5699 11.5139 10.1473  8.7906  8.2462  8.0089 11.5005 13.2006
  17  0.184130  3.5199  5.0455 -2.3094 15.3088 13.9258 12.4001 11.3525 10.0000  8.6540  8.1082  7.8721 11.3443 13.0263
  18  0.194317  3.5217  5.0311 -2.2644 15.1511 13.7815 12.2644 11.2237  9.8831  8.5461  7.9990  7.7640 11.2200 12.8872
  19  0.202704  3.5231  5.0198 -2.2293 15.0288 13.6690 12.1585 11.1233  9.7917  8.4618  7.9135  7.6794 11.1228 12.7788
  20  0.209782  3.5242  5.0112 -2.2012 14.9316 13.5793 12.0740 11.0430  9.7187  8.3945  7.8453  7.6118 11.0452 12.6924
  21  0.216152  3.5252  5.0039 -2.1768 14.8467 13.5007 12.0000 10.9729  9.6552  8.3361  7.7860  7.5531 10.9775 12.6168
  22  0.222228  3.5262  4.9970 -2.1539 14.7674 13.4271 11.9307 10.9072  9.5956  8.2814  7.7303  7.4981 10.9140 12.5460
  23  0.228543  3.5273  4.9899 -2.1306 14.6868 13.3518 11.8599 10.8401  9.5348  8.2256  7.6734  7.4419 10.8491 12.4737
  24  0.235533  3.5284  4.9822 -2.1051 14.5989 13.2697 11.7826 10.7668  9.4685  8.1649  7.6114  7.3807 10.7783 12.3949
  25  0.243542  3.5298  4.9734 -2.0763 14.4989 13.1760 11.6945 10.6835  9.3934  8.0963  7.5412  7.3114 10.6979 12.3051
