#AGE= 7.000 EEPS=268
#EEP   M/Mo    LogTeff  LogG   LogL/Lo U       B       V       R       I       J       H       Ks      Kp      D51     
  54  0.574873  3.6893  4.6470 -0.7389  8.9115  7.9433  6.9191  6.3520  5.8926  5.2073  4.6929  4.6250  6.5337  7.3317
  55  0.579870  3.6926  4.6434 -0.7183  8.7945  7.8576  6.8484  6.2929  5.8404  5.1667  4.6626  4.5965  6.4723  7.2429
  56  0.584830  3.6958  4.6397 -0.6980  8.6821  7.7744  6.7795  6.2351  5.7890  5.1266  4.6324  4.5681  6.4121  7.1569
  57  0.589743  3.6990  4.6359 -0.6780  8.5718  7.6932  6.7123  6.1785  5.7386  5.0871  4.6026  4.5399  6.3533  7.0737
  58  0.594600  3.7020  4.6319 -0.6582  8.4597  7.6137  6.6466  6.1230  5.6893  5.0486  4.5732  4.5122  6.2957  6.9932
  59  0.599388  3.7050  4.6279 -0.6388  8.3494  7.5364  6.5828  6.0689  5.6411  5.0108  4.5441  4.4847  6.2395  6.9155
  60  0.604111  3.7079  4.6238 -0.6197  8.2415  7.4612  6.5208  6.0160  5.5939  4.9737  4.5154  4.4575  6.1846  6.8407
  61  0.608750  3.7107  4.6196 -0.6010  8.1378  7.3884  6.4607  5.9647  5.5478  4.9372  4.4870  4.4305  6.1313  6.7689
  62  0.613323  3.7134  4.6154 -0.5826  8.0370  7.3177  6.4024  5.9146  5.5028  4.9014  4.4589  4.4037  6.0793  6.6998
  63  0.617823  3.7161  4.6110 -0.5645  7.9392  7.2490  6.3458  5.8658  5.4587  4.8661  4.4311  4.3770  6.0287  6.6333
  64  0.622266  3.7186  4.6066 -0.5467  7.8442  7.1819  6.2906  5.8180  5.4155  4.8314  4.4034  4.3507  5.9791  6.5690
  65  0.626635  3.7211  4.6020 -0.5292  7.7518  7.1167  6.2370  5.7713  5.3733  4.7973  4.3760  4.3245  5.9307  6.5069
  66  0.630940  3.7235  4.5974 -0.5120  7.6619  7.0531  6.1847  5.7256  5.3317  4.7637  4.3489  4.2986  5.8834  6.4468
  67  0.635197  3.7259  4.5927 -0.4950  7.5739  6.9914  6.1336  5.6807  5.2907  4.7305  4.3223  4.2726  5.8369  6.3885
  68  0.639397  3.7281  4.5879 -0.4783  7.4881  6.9312  6.0839  5.6366  5.2503  4.6978  4.2959  4.2467  5.7914  6.3321
  69  0.643553  3.7303  4.5830 -0.4617  7.4047  6.8725  6.0351  5.5933  5.2105  4.6653  4.2696  4.2208  5.7467  6.2771
  70  0.647665  3.7325  4.5779 -0.4453  7.3235  6.8148  5.9873  5.5506  5.1712  4.6331  4.2433  4.1949  5.7026  6.2235
  71  0.651738  3.7346  4.5728 -0.4291  7.2446  6.7578  5.9402  5.5087  5.1327  4.6011  4.2166  4.1690  5.6593  6.1711
