#AGE= 4.500 EEPS=270
#EEP   M/Mo    LogTeff  LogG   LogL/Lo U       B       V       R       I       J       H       Ks      Kp      D51     
  10  0.118271  3.5119  5.1920 -2.6802 16.5136 15.0224 13.4401 12.3571 10.9464  9.5612  9.0182  8.7792 12.3270 14.0958
  11  0.143089  3.5139  5.1283 -2.5258 16.0365 14.5872 13.0245 11.9514 10.5564  9.1801  8.6372  8.3982 11.9272 13.6685
  12  0.168355  3.5172  5.0806 -2.3944 15.6024 14.1918 12.6500 11.5910 10.2196  8.8597  8.3155  8.0780 11.5758 13.2836
  13  0.187901  3.5205  5.0524 -2.3052 15.2903 13.9071 12.3820 11.3364  9.9877  8.6451  8.0988  7.8632 11.3297 13.0088
  14  0.200001  3.5225  5.0363 -2.2539 15.1106 13.7423 12.2270 11.1893  9.8541  8.5219  7.9741  7.7397 11.1876 12.8499
  15  0.207903  3.5238  5.0269 -2.2225 15.0016 13.6418 12.1324 11.0996  9.7725  8.4467  7.8978  7.6642 11.1008 12.7531
  16  0.214286  3.5248  5.0199 -2.1984 14.9177 13.5643 12.0594 11.0303  9.7098  8.3890  7.8393  7.6063 11.0340 12.6786
  17  0.219830  3.5257  5.0138 -2.1776 14.8450 13.4970 11.9960 10.9703  9.6555  8.3392  7.7887  7.5563 10.9761 12.6139
  18  0.225268  3.5266  5.0076 -2.1573 14.7744 13.4316 11.9345 10.9120  9.6028  8.2908  7.7395  7.5076 10.9197 12.5510
  19  0.231025  3.5275  5.0011 -2.1361 14.7001 13.3627 11.8697 10.8507  9.5474  8.2401  7.6879  7.4566 10.8605 12.4848
  20  0.237509  3.5286  4.9937 -2.1123 14.6178 13.2859 11.7974 10.7822  9.4855  8.1834  7.6300  7.3994 10.7944 12.4111
  21  0.245232  3.5299  4.9847 -2.0841 14.5199 13.1944 11.7114 10.7008  9.4120  8.1162  7.5613  7.3316 10.7158 12.3234
  22  0.254394  3.5315  4.9734 -2.0503 14.4030 13.0848 11.6084 10.6033  9.3242  8.0361  7.4792  7.2505 10.6217 12.2184
