#NUMBER OF AGES=1 MAGS=10
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.3300 1.5308E-03 1.5308E-03  -1.00   0.00
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: Bessell UBV(RI)c + 2MASS JHKs + Kepler (Vega)
#----------------------------------------------------       
#AGE= 1.000 EEPS=276
#EEP   M/Mo    LogTeff  LogG   LogL/Lo U       B       V       R       I       J       H       Ks      Kp      D51     
   3  0.110696  3.5304  5.2721 -2.7149 16.7646 14.8468 13.0780 12.0587 10.9541  9.7527  9.1582  8.9644 12.1566 13.9029
   4  0.128197  3.5375  5.2159 -2.5665 16.1279 14.3356 12.6160 11.6197 10.5736  9.4017  8.8072  8.6091 11.7367 13.4166
   5  0.152464  3.5465  5.1596 -2.3992 15.4195 13.7555 12.0946 11.1233 10.1436  9.0079  8.4151  8.2135 11.2605 12.8651
   6  0.191656  3.5599  5.1081 -2.1947 14.5434 13.0267 11.4471 10.5093  9.6159  8.5323  7.9436  7.7402 10.6699 12.1750
   7  0.235299  3.5700  5.0668 -2.0238 13.8692 12.4463 10.9269 10.0146  9.1784  8.1323  7.5464  7.3429 10.1885 11.6216
   8  0.256241  3.5741  5.0460 -1.9498 13.5887 12.2022 10.7066  9.8052  8.9901  7.9586  7.3733  7.1700  9.9834 11.3873
   9  0.265086  3.5756  5.0356 -1.9184 13.4739 12.1013 10.6150  9.7179  8.9106  7.8845  7.2994  7.0962  9.8976 11.2901
  10  0.269976  3.5764  5.0286 -1.9002 13.4088 12.0438 10.5625  9.6677  8.8646  7.8414  7.2562  7.0531  9.8482 11.2345
  11  0.273314  3.5770  5.0230 -1.8871 13.3624 12.0026 10.5248  9.6316  8.8313  7.8101  7.2249  7.0218  9.8126 11.1947
  12  0.276161  3.5775  5.0179 -1.8756 13.3221 11.9668 10.4920  9.6002  8.8023  7.7827  7.1976  6.9944  9.7817 11.1601
  13  0.279489  3.5780  5.0126 -1.8629 13.2773 11.9271 10.4557  9.5655  8.7703  7.7526  7.1675  6.9643  9.7474 11.1217
  14  0.282978  3.5786  5.0071 -1.8497 13.2309 11.8859 10.4180  9.5295  8.7370  7.7212  7.1361  6.9330  9.7118 11.0818
  15  0.287524  3.5793  5.0007 -1.8334 13.1726 11.8344 10.3710  9.4846  8.6958  7.6826  7.0975  6.8944  9.6676 11.0319
  16  0.294628  3.5805  4.9921 -1.8094 13.0849 11.7571 10.3008  9.4181  8.6348  7.6259  7.0407  6.8380  9.6020 10.9572
  17  0.358675  3.5957  4.9212 -1.5924 12.2204 11.0100  9.6392  8.8043  8.0817  7.1245  6.5382  6.3452  8.9951 10.2413
  18  0.374276  3.6007  4.9004 -1.5329 11.9741 10.7961  9.4529  8.6349  7.9294  6.9886  6.4010  6.2138  8.8265 10.0386
  19  0.385310  3.6047  4.8853 -1.4893 11.7920 10.6370  9.3152  8.5105  7.8177  6.8896  6.3003  6.1184  8.7024  9.8887
  20  0.396133  3.6090  4.8705 -1.4454 11.6063 10.4744  9.1752  8.3850  7.7055  6.7904  6.1987  6.0235  8.5770  9.7359
  21  0.408089  3.6142  4.8548 -1.3961 11.3949 10.2882  9.0159  8.2435  7.5797  6.6800  6.0848  5.9184  8.4352  9.5620
  22  0.419624  3.6197  4.8402 -1.3470 11.1823 10.0989  8.8551  8.1019  7.4548  6.5710  5.9715  5.8154  8.2929  9.3866
  23  0.430459  3.6255  4.8273 -1.3001 10.9799  9.9156  8.7000  7.9662  7.3358  6.4673  5.8641  5.7185  8.1563  9.2182
  24  0.440626  3.6312  4.8162 -1.2560 10.7910  9.7417  8.5532  7.8383  7.2244  6.3704  5.7647  5.6289  8.0273  9.0597
  25  0.450087  3.6368  4.8071 -1.2154 10.6101  9.5760  8.4145  7.7189  7.1217  6.2820  5.6761  5.5494  7.9066  8.9096
  26  0.458375  3.6419  4.8001 -1.1800 10.4446  9.4268  8.2909  7.6137  7.0322  6.2062  5.6021  5.4831  7.7998  8.7748
  27  0.465131  3.6464  4.7953 -1.1506 10.3007  9.3005  8.1870  7.5261  6.9581  6.1442  5.5435  5.4305  7.7105  8.6601
  28  0.471190  3.6507  4.7915 -1.1243 10.1663  9.1860  8.0932  7.4474  6.8916  6.0892  5.4929  5.3849  7.6301  8.5549
  29  0.477241  3.6550  4.7881 -1.0980 10.0255  9.0704  7.9988  7.3688  6.8251  6.0350  5.4446  5.3413  7.5494  8.4468
  30  0.484449  3.6602  4.7847 -1.0672  9.8510  8.9334  7.8874  7.2765  6.7470  5.9724  5.3907  5.2927  7.4544  8.3158
  31  0.494580  3.6675  4.7806 -1.0249  9.5991  8.7460  7.7351  7.1510  6.6397  5.8880  5.3208  5.2293  7.3245  8.1322
  32  0.510454  3.6787  4.7742 -0.9600  9.2001  8.4661  7.5066  6.9621  6.4753  5.7607  5.2210  5.1376  7.1282  7.8501
  33  0.535307  3.6964  4.7654 -0.8600  8.5502  8.0461  7.1674  6.6800  6.2265  5.5732  5.0836  5.0101  6.8340  7.4293
  34  0.571040  3.7196  4.7508 -0.7244  7.7923  7.5239  6.7441  6.3125  5.8984  5.3208  4.8940  4.8312  6.4536  6.9432
  35  0.744249  3.8000  4.6303 -0.1674  5.4837  5.7074  5.2552  4.9669  4.6740  4.3021  4.0311  4.0058  5.0631  5.3549
  36  0.759469  3.8052  4.6176 -0.1251  5.3535  5.5840  5.1478  4.8678  4.5828  4.2225  3.9610  3.9375  4.9611  5.2432
  37  0.773365  3.8096  4.6058 -0.0877  5.2412  5.4763  5.0529  4.7799  4.5015  4.1512  3.8978  3.8756  4.8707  5.1447
  38  0.788170  3.8141  4.5931 -0.0486  5.1260  5.3646  4.9537  4.6880  4.4165  4.0764  3.8312  3.8105  4.7763  5.0419
  39  0.805661  3.8195  4.5781 -0.0026  4.9934  5.2333  4.8370  4.5798  4.3166  3.9884  3.7532  3.7340  4.6652  4.9210
  40  0.823094  3.8248  4.5624  0.0436  4.8639  5.1019  4.7193  4.4707  4.2160  3.8994  3.6746  3.6564  4.5531  4.7990
  41  0.844556  3.8313  4.5439  0.0993  4.7099  4.9439  4.5777  4.3399  4.0957  3.7932  3.5808  3.5641  4.4185  4.6523
  42  0.881611  3.8428  4.5174  0.1905  4.4634  4.6842  4.3445  4.1254  3.9002  3.6230  3.4337  3.4184  4.1975  4.4102
  43  0.910947  3.8521  4.4989  0.2604  4.2833  4.4828  4.1652  3.9630  3.7548  3.4965  3.3264  3.3122  4.0291  4.2234
  44  0.929363  3.8580  4.4876  0.3038  4.1732  4.3577  4.0537  3.8623  3.6649  3.4184  3.2605  3.2468  3.9244  4.1071
  45  0.945336  3.8632  4.4788  0.3410  4.0742  4.2523  3.9578  3.7742  3.5855  3.3512  3.2047  3.1903  3.8337  4.0076
  46  0.961148  3.8687  4.4719  0.3771  3.9782  4.1495  3.8645  3.6891  3.5096  3.2879  3.1532  3.1381  3.7458  3.9105
  47  0.976370  3.8743  4.4666  0.4114  3.8935  4.0493  3.7761  3.6111  3.4425  3.2318  3.1084  3.0935  3.6640  3.8177
  48  0.990335  3.8796  4.4631  0.4424  3.8180  3.9580  3.6962  3.5415  3.3837  3.1831  3.0703  3.0557  3.5905  3.7335
  49  1.002693  3.8845  4.4610  0.4696  3.7478  3.8792  3.6262  3.4795  3.3306  3.1403  3.0372  3.0224  3.5256  3.6602
