2M19321788+4216489,7439,56763,200,293.07453,42.28027,r5,43.2772,-40.3477 
2M19321788+4216489,7441,56817,200,293.07453,42.28027,r5,43.577,-37.4679 
2M19321788+4216489,7125,56560,194,293.07453,42.28027,r5,52.5856,-20.2394 
2M19321788+4216489,7125,56585,200,293.07453,42.28027,r5,53.8654,-32.053 
2M19321788+4216489,7440,56783,194,293.07453,42.28027,r5,28.3743,-45.9539 
2M19321788+4216489,7125,56557,206,293.07453,42.28027,r5,55.0765,-51.2122 
2M19321788+4216489,7125,56559,194,293.07453,42.28027,r5,51.7375,-21.282 
2M19321788+4216489,7125,56584,200,293.07453,42.28027,r5,55.4274,-40.0433 
2M19321788+4216489,7440,56786,194,293.07453,42.28027,r5,39.376,-44.4834 
2M19321788+4216489,7441,56818,200,293.07453,42.28027,r5,46.7755,-35.3211 
2M19321788+4216489,7441,56819,200,293.07453,42.28027,r5,42.6585,-40.479 
2M19321788+4216489,7440,56784,194,293.07453,42.28027,r5,33.8233,-48.9944 
2M19321788+4216489,7440,56785,194,293.07453,42.28027,r5,46.9391,-60.5859 
2M19321788+4216489,7441,56815,200,293.07453,42.28027,r5,52.2175,-39.0325 
2M19321788+4216489,7441,56816,200,293.07453,42.28027,r5,19.9427,-49.1151 
2M19321788+4216489,7439,56758,200,293.07453,42.28027,r5,9.87941,-26.4518 
2M19321788+4216489,7440,56788,209,293.07453,42.28027,r5,16.2232,-43.8397 
2M19321788+4216489,7439,56761,200,293.07453,42.28027,r5,12.4517,-23.7656 
2M19321788+4216489,7441,56812,200,293.07453,42.28027,r5,41.292,-50.5374 
2M19321788+4216489,7439,56760,200,293.07453,42.28027,r5,44.4346,-41.0089 
2M19321788+4216489,7439,56762,200,293.07453,42.28027,r5,50.5761,-43.2107 
2M19321788+4216489,7439,56757,200,293.07453,42.28027,r5,52.0881,-64.0328 
2M19321788+4216489,7440,56787,194,293.07453,42.28027,r5,46.9704,-44.1781 
2M19321788+4216489,7441,56820,200,293.07453,42.28027,r5,52.9699,-41.3846 
2M19321788+4216489,7441,56814,200,293.07453,42.28027,r5,41.1776,-41.9581
